Week,SKU Code,Qty
6,526586,20
6,527097,5
6,527106,2
6,527495,7
6,527497,6
6,528193,8
6,528194,4
6,528201,3
6,528202,2
6,528814,6
6,528815,3
6,529488,2
6,529497,22
6,530297,44
6,530298,29
6,530299,32
6,530302,54
6,530343,13
6,530344,22
6,530345,9
6,531179,22
6,531219,11
6,531221,4
6,531222,3
6,531224,7
6,531991,3
6,532008,63
6,532009,18
6,532555,5
6,532990,1
6,533051,4
6,533060,2
6,533287,2
6,533289,3
6,533290,2
6,533360,7
6,533361,6
6,533401,19
6,533402,42
6,533407,4
6,533408,4
6,533683,13
6,533685,9
6,533686,1
6,533770,26
6,533771,31
6,533991,1
6,534103,6
6,534104,9
6,535310,10
6,535858,19
6,535993,9
6,538344,4
6,538603,1
6,538746,5
6,539742,1
6,540027,1
6,540362,10
6,540363,9
6,540364,9
6,540365,5
6,541547,4
6,541548,2
6,541958,44
6,542954,2
6,543522,2
6,544024,12
6,544922,3
6,544923,7
6,544924,11
6,545187,13
6,545188,15
6,545189,25
6,545190,14
6,545191,4
6,545192,14
6,545194,5
6,545229,4
6,545230,10
6,545231,5
6,545483,1
6,545784,13
6,545814,2
6,545831,11
6,546818,12
6,546918,3
6,547494,8
6,547495,5
6,547496,4
6,547497,5
6,547675,3
6,548243,3
6,548919,137
6,549376,1
6,549381,25
6,549382,16
6,550680,4
6,550892,6
6,551008,7
6,551009,8
6,551010,2
6,551802,3
6,552236,45
6,552237,1
6,553092,10
6,553093,8
6,553094,6
6,553853,5
6,553857,13
6,553858,29
6,554276,5
6,554289,6
6,554290,10
6,554864,2
6,555341,2
6,555345,14
6,555347,2
6,555348,7
6,555350,6
6,555351,5
6,555901,8
6,555902,5
6,555903,17
6,555904,12
6,555905,4
6,555909,16
6,555911,4
6,555912,3
6,555916,1
6,555945,20
6,556564,11
6,557155,26
6,557156,7
6,557157,1
6,557159,4
6,557160,4
6,557162,5
6,557163,2
6,557438,33
6,558649,12
6,558818,3
6,561865,1
6,562018,6
6,562021,3
6,562027,5
6,562028,9
6,562030,5
6,562033,5
6,562034,8
6,562036,5
6,562040,6
6,562041,6
6,562248,2
6,562394,8
6,562395,5
6,562396,18
6,562400,1
6,562401,1
6,562408,1
6,562409,6
6,562790,3
6,562946,13
6,562979,2
6,562981,2
6,562983,1
6,562989,3
6,562990,3
6,563013,14
6,563634,10
6,563824,25
6,563935,15
6,563936,27
6,563937,1
6,564051,1
6,564052,1
6,564253,14
6,564257,20
6,564877,2
6,564881,22
6,564901,1
6,565729,1
6,566767,32
6,567101,3
6,567113,2
6,567370,3
6,567371,3
6,567372,1
6,567373,8
6,567374,9
6,567386,1
6,567389,10
6,567391,1
6,567392,1
6,567393,1
6,567394,2
6,567395,2
6,567470,4
6,567471,4
6,567473,8
6,567474,2
6,567840,1
6,568392,3
6,568417,3
6,568422,7
6,568953,4
6,568954,4
6,568956,1
6,568957,2
6,568959,4
6,568960,20
6,568966,1
6,568967,10
6,568968,4
6,568971,1
6,568972,24
6,568974,26
6,568975,26
6,568976,13
6,569112,2
6,569113,2
6,569114,2
6,569115,8
6,569116,3
6,569117,8
6,569118,2
6,569124,12
6,569125,1
6,569192,3
6,569193,9
6,569194,7
6,569211,1
6,569802,1
6,569803,12
6,570291,3
6,570292,14
6,570294,1
6,570597,1
6,570599,1
6,570729,1
6,570730,1
6,570927,58
6,570928,32
6,570929,28
6,570932,12
6,570934,5
6,570935,17
6,570936,19
6,570937,1
6,570938,14
6,570939,7
6,570940,21
6,570941,17
6,570942,44
6,570943,26
6,570944,3
6,570959,29
6,570961,119
6,570963,27
6,570965,11
6,570966,33
6,570967,26
6,570969,54
6,570970,22
6,570971,43
6,570972,40
6,570973,34
6,570974,26
6,570975,44
6,570976,18
6,570977,33
6,570978,36
6,570997,4
6,570999,1
6,571000,1
6,571003,2
6,571006,1
6,571011,1
6,571018,16
6,571020,1
6,571021,2
6,571027,1
6,571029,2
6,571030,3
6,571031,1
6,571032,1
6,571033,1
6,571034,1
6,571036,6
6,571131,133
6,571132,6
6,571133,9
6,571134,8
6,571135,10
6,571136,16
6,571137,10
6,571138,39
6,571139,9
6,571140,9
6,571141,21
6,571156,1
6,571159,1
6,571223,21
6,571224,1
6,571225,41
6,571227,23
6,571229,7
6,571230,7
6,571231,18
6,571234,7
6,571235,28
6,571238,5
6,571241,2
6,571243,3
6,571245,14
6,571247,27
6,571248,23
6,571249,8
6,571253,6
6,571259,14
6,571260,2
6,571261,4
6,571265,8
6,571268,3
6,571269,9
6,571270,14
6,571271,3
6,571272,6
6,571273,14
6,571276,1
6,571278,2
6,571378,3
6,571379,10
6,571424,34
6,571425,11
6,571426,14
6,571427,15
6,571428,4
6,571429,2
6,571439,7
6,571440,9
6,571582,1
6,571588,1
6,571594,3
6,571595,1
6,571596,1
6,571599,1
6,571600,1
6,571601,1
6,571602,2
6,571927,1
6,571931,8
6,571932,6
6,571933,15
6,571939,14
6,571941,5
6,571942,7
6,571945,9
6,571947,2
6,571949,1
6,572025,8
6,572034,14
6,572038,1
6,572042,3
6,572044,4
6,572048,13
6,572053,10
6,572055,9
6,572056,9
6,572057,3
6,572058,5
6,572059,1
6,572061,3
6,572063,10
6,572065,1
6,572076,1
6,572077,1
6,572281,3
6,572282,1
6,572283,2
6,572284,3
6,572285,2
6,572288,1
6,572290,3
6,572291,1
6,572293,2
6,572294,4
6,572295,1
6,572297,1
6,572322,4
6,572323,2
6,572324,2
6,572326,1
6,572327,4
6,572352,1
6,572368,7
6,572516,3
6,572517,11
6,572518,2
6,572519,7
6,572520,24
6,572521,11
6,572523,1
6,572526,4
6,572542,2
6,572543,1
6,572547,5
6,572548,4
6,572550,9
6,572551,1
6,572553,5
6,572578,6
6,572579,8
6,572912,2
6,573030,25
6,573031,10
6,573033,5
6,573036,1
6,573037,2
6,573038,1
6,573325,2
6,573326,2
6,573328,2
6,573329,6
6,573330,1
6,573331,5
6,573332,1
6,573333,4
6,573335,4
6,573336,4
6,573337,2
6,573338,15
6,573339,2
6,573340,8
6,573341,2
6,573342,6
6,573343,5
6,573344,1
6,573346,1
6,573347,1
6,573348,2
6,573494,2
6,573498,1
6,573557,7
6,573558,1
6,573559,6
6,573560,9
6,573561,13
6,573562,5
6,573563,9
6,573564,5
6,573565,1
6,573566,4
6,573567,2
6,573579,5
6,573580,5
6,573581,7
6,573585,2
6,573610,1
6,573611,2
6,573613,2
6,573615,1
6,573616,1
6,573708,12
6,573741,3
6,573742,6
6,573743,8
6,573744,2
6,573745,1
6,573746,5
6,573747,5
6,573748,13
6,573749,3
6,573750,3
6,573793,1
6,573794,1
6,573829,1
6,573831,1
6,573837,2
6,574097,1
6,574098,9
6,574099,6
6,574100,8
6,574101,1
6,574102,7
6,574103,3
6,574104,2
6,574105,14
6,574106,28
6,574107,2
6,574109,3
6,574110,3
6,574111,2
6,574112,2
6,574113,4
6,574114,2
6,574115,1
6,574116,2
6,574117,4
6,574118,1
6,574310,2
6,574311,2
6,574312,3
6,574313,2
6,574315,1
6,574550,2
6,574552,2
6,574553,4
6,574554,2
6,574555,3
6,574742,6
6,574743,8
6,574744,9
6,574745,11
6,574746,9
6,574755,5
6,574756,1
6,574758,1
6,574759,4
6,574760,1
6,574761,1
6,574762,2
6,574763,1
6,574764,1
6,574765,4
6,574864,2
6,575053,1
6,575054,2
6,575056,2
6,575058,2
6,575073,3
6,575086,1
6,575088,1
6,575090,1
6,575091,1
6,575093,1
6,575096,2
6,575097,2
6,575101,1
6,575102,1
6,575103,3
6,575104,1
6,575105,1
6,575106,2
6,575848,1
6,575850,1
6,575851,2
6,575852,2
6,575853,1
6,575855,3
6,575864,1
6,575866,2
6,575875,2
6,575876,2
6,575877,2
7,506142,1
7,506150,25
7,506152,15
7,506153,16
7,506154,21
7,506168,1
7,506172,20
7,506173,40
7,506280,94
7,506527,22
7,508804,4
7,508806,2
7,508808,1
7,508809,4
7,508810,6
7,508811,12
7,508812,3
7,508813,2
7,508824,11
7,508825,15
7,508836,8
7,508840,4
7,508848,3
7,510292,2
7,517693,6
7,518228,5
7,518243,5
7,518445,5
7,518538,7
7,522192,4
7,522342,10
7,522628,3
7,523309,4
7,524361,7
7,526208,12
7,526307,8
7,526308,7
7,526309,4
7,526310,4
7,526584,33
7,526586,9
7,527097,5
7,527106,3
7,527495,12
7,527497,4
7,528193,2
7,528194,4
7,528201,1
7,528202,2
7,528814,9
7,528815,8
7,529488,1
7,529497,21
7,530297,33
7,530298,24
7,530299,28
7,530302,42
7,530343,20
7,530344,17
7,530345,4
7,531179,27
7,531219,12
7,531221,2
7,531224,11
7,532008,54
7,532009,23
7,532319,5
7,532555,2
7,533051,6
7,533052,2
7,533287,3
7,533290,4
7,533360,5
7,533361,5
7,533401,13
7,533402,28
7,533407,7
7,533408,7
7,533683,3
7,533685,5
7,533770,24
7,533771,24
7,533991,3
7,534103,6
7,534104,4
7,535310,10
7,535858,27
7,535993,14
7,537439,3
7,538603,1
7,538746,5
7,539742,2
7,540362,7
7,540363,7
7,540364,6
7,540365,5
7,541547,2
7,541548,1
7,541958,55
7,542954,4
7,543522,1
7,543811,1
7,544024,14
7,544922,8
7,544923,5
7,544924,3
7,545187,21
7,545188,15
7,545189,22
7,545190,7
7,545191,9
7,545192,12
7,545194,9
7,545229,5
7,545230,13
7,545231,9
7,545482,3
7,545483,1
7,545784,23
7,545814,6
7,545831,11
7,546258,2
7,546259,2
7,546818,10
7,546918,1
7,547494,5
7,547495,10
7,547496,6
7,547497,2
7,547675,8
7,548243,3
7,548919,131
7,549381,26
7,549382,9
7,550680,5
7,550892,7
7,550893,4
7,551008,8
7,551009,5
7,551010,4
7,551802,3
7,552236,25
7,553091,1
7,553092,16
7,553093,4
7,553094,6
7,553544,2
7,553853,2
7,553857,14
7,553858,17
7,554276,7
7,554289,11
7,554290,14
7,554439,4
7,554864,2
7,555341,4
7,555345,6
7,555347,5
7,555348,10
7,555350,4
7,555351,3
7,555356,1
7,555901,4
7,555902,3
7,555903,10
7,555904,13
7,555909,14
7,555911,8
7,555912,6
7,555914,1
7,555945,21
7,555946,1
7,556435,1
7,556564,11
7,557155,36
7,557156,4
7,557157,5
7,557159,10
7,557160,6
7,557162,3
7,557163,2
7,557438,35
7,558649,15
7,558677,1
7,558818,3
7,561865,1
7,561866,1
7,561880,1
7,562018,4
7,562019,1
7,562021,3
7,562022,1
7,562027,3
7,562028,12
7,562030,7
7,562033,2
7,562034,3
7,562035,1
7,562036,6
7,562040,4
7,562041,3
7,562046,1
7,562256,1
7,562394,6
7,562395,3
7,562396,10
7,562400,1
7,562401,2
7,562407,3
7,562408,6
7,562409,5
7,562790,3
7,562946,13
7,562955,1
7,562971,1
7,562979,2
7,562981,1
7,562982,1
7,562983,1
7,562989,5
7,562990,3
7,563013,7
7,563634,3
7,563824,15
7,563935,10
7,563936,24
7,563937,2
7,564051,3
7,564253,10
7,564257,10
7,564877,1
7,564881,18
7,564901,4
7,565732,2
7,566767,25
7,567101,1
7,567113,1
7,567370,7
7,567371,9
7,567373,11
7,567374,14
7,567389,2
7,567391,1
7,567392,1
7,567393,2
7,567394,3
7,567395,4
7,567471,3
7,567473,11
7,567474,2
7,567840,1
7,568392,1
7,568417,3
7,568422,7
7,568949,1
7,568953,1
7,568954,2
7,568957,1
7,568959,5
7,568960,20
7,568967,9
7,568968,1
7,568971,3
7,568972,15
7,568974,22
7,568975,16
7,568976,7
7,569112,4
7,569113,4
7,569114,1
7,569115,5
7,569116,4
7,569117,5
7,569118,1
7,569124,7
7,569126,3
7,569192,6
7,569193,6
7,569194,6
7,569211,3
7,569802,3
7,569803,10
7,570291,1
7,570292,8
7,570599,8
7,570717,1
7,570719,1
7,570726,1
7,570733,2
7,570738,1
7,570927,49
7,570928,39
7,570929,35
7,570932,8
7,570934,5
7,570935,11
7,570936,24
7,570937,1
7,570938,9
7,570939,13
7,570940,16
7,570941,20
7,570942,41
7,570943,37
7,570944,10
7,570959,26
7,570961,81
7,570963,23
7,570965,13
7,570966,36
7,570967,30
7,570969,50
7,570970,14
7,570971,56
7,570972,27
7,570973,36
7,570974,28
7,570975,47
7,570976,26
7,570977,28
7,570978,38
7,570999,1
7,571004,2
7,571005,1
7,571008,2
7,571017,1
7,571018,17
7,571021,1
7,571030,1
7,571031,1
7,571033,1
7,571034,1
7,571035,8
7,571036,2
7,571131,38
7,571132,7
7,571133,8
7,571134,6
7,571135,17
7,571136,16
7,571137,9
7,571138,37
7,571139,3
7,571140,9
7,571141,17
7,571156,1
7,571158,2
7,571223,23
7,571225,39
7,571227,33
7,571229,12
7,571230,8
7,571231,25
7,571234,16
7,571235,28
7,571238,10
7,571241,1
7,571243,5
7,571245,13
7,571247,19
7,571248,23
7,571249,9
7,571253,9
7,571255,1
7,571258,1
7,571259,10
7,571260,3
7,571261,3
7,571265,7
7,571268,1
7,571269,3
7,571270,14
7,571271,10
7,571272,2
7,571273,8
7,571276,1
7,571278,2
7,571279,1
7,571378,5
7,571379,13
7,571424,37
7,571425,13
7,571426,14
7,571427,7
7,571428,2
7,571429,2
7,571439,9
7,571440,17
7,571441,1
7,571583,1
7,571584,1
7,571586,2
7,571588,1
7,571593,2
7,571594,1
7,571596,1
7,571597,1
7,571599,1
7,571601,2
7,571925,1
7,571927,6
7,571931,5
7,571932,6
7,571933,22
7,571935,3
7,571939,5
7,571941,5
7,571942,4
7,571945,6
7,571947,4
7,572025,10
7,572034,9
7,572037,1
7,572042,2
7,572044,2
7,572048,15
7,572053,8
7,572054,1
7,572055,6
7,572056,13
7,572057,5
7,572058,5
7,572059,4
7,572061,4
7,572062,1
7,572063,5
7,572076,1
7,572281,1
7,572282,1
7,572283,6
7,572284,1
7,572285,3
7,572288,2
7,572289,2
7,572290,2
7,572292,1
7,572293,3
7,572294,2
7,572297,3
7,572322,3
7,572323,2
7,572324,2
7,572326,4
7,572327,3
7,572352,1
7,572363,1
7,572367,1
7,572368,9
7,572516,5
7,572517,15
7,572518,2
7,572519,4
7,572520,28
7,572521,7
7,572526,11
7,572529,1
7,572532,1
7,572533,1
7,572543,1
7,572547,10
7,572548,2
7,572549,1
7,572550,7
7,572553,4
7,572578,5
7,572579,8
7,572580,3
7,572911,1
7,573030,33
7,573031,12
7,573033,3
7,573034,1
7,573035,1
7,573036,1
7,573039,1
7,573325,1
7,573326,2
7,573327,4
7,573328,4
7,573329,4
7,573330,3
7,573331,7
7,573333,4
7,573335,4
7,573336,4
7,573337,1
7,573338,14
7,573340,16
7,573341,1
7,573342,2
7,573343,3
7,573344,2
7,573346,1
7,573348,8
7,573494,1
7,573503,1
7,573557,5
7,573558,2
7,573559,11
7,573560,6
7,573561,4
7,573562,6
7,573563,7
7,573564,7
7,573565,1
7,573566,3
7,573569,1
7,573573,1
7,573578,2
7,573579,4
7,573580,17
7,573581,11
7,573582,2
7,573610,2
7,573611,5
7,573612,1
7,573613,3
7,573614,1
7,573615,3
7,573707,2
7,573708,11
7,573741,4
7,573742,9
7,573743,2
7,573744,2
7,573745,6
7,573746,5
7,573747,5
7,573748,14
7,573749,5
7,573750,4
7,573792,1
7,573793,1
7,573795,1
7,573829,1
7,573831,3
7,573832,3
7,573836,2
7,573837,1
7,574096,4
7,574097,1
7,574098,4
7,574099,3
7,574100,4
7,574102,1
7,574103,3
7,574104,1
7,574105,4
7,574106,15
7,574107,2
7,574108,2
7,574109,1
7,574113,2
7,574114,1
7,574115,4
7,574116,1
7,574117,2
7,574118,1
7,574310,3
7,574311,4
7,574312,1
7,574313,2
7,574314,2
7,574315,4
7,574550,1
7,574553,3
7,574742,5
7,574743,14
7,574744,7
7,574745,11
7,574746,8
7,574751,1
7,574752,1
7,574755,2
7,574756,3
7,574757,2
7,574758,4
7,574759,4
7,574760,1
7,574761,2
7,574762,8
7,574763,2
7,574764,1
7,574765,1
7,574766,1
7,574864,6
7,575052,1
7,575053,2
7,575058,2
7,575072,2
7,575073,1
7,575085,1
7,575086,1
7,575088,1
7,575091,1
7,575093,1
7,575094,2
7,575096,1
7,575097,1
7,575098,1
7,575101,3
7,575102,1
7,575103,5
7,575105,2
7,575106,1
7,575851,2
7,575852,3
7,575855,2
7,575860,2
7,575861,1
7,575863,2
7,575864,2
7,575865,1
7,575867,1
7,575868,1
7,575873,2
7,575875,2
7,575876,3
7,576396,1
8,504900,1
8,504963,1
8,506150,28
8,506152,14
8,506153,15
8,506154,16
8,506172,21
8,506173,42
8,506280,67
8,506527,17
8,508804,2
8,508806,3
8,508808,4
8,508809,5
8,508810,6
8,508811,7
8,508812,1
8,508813,2
8,508824,5
8,508825,6
8,508836,5
8,508839,2
8,508840,8
8,508848,1
8,510292,4
8,517693,6
8,518228,4
8,518243,4
8,518445,9
8,518536,3
8,518538,6
8,522192,5
8,522342,4
8,522628,2
8,523309,3
8,524361,2
8,526208,7
8,526307,5
8,526308,10
8,526309,3
8,526310,2
8,526584,20
8,526586,14
8,527097,3
8,527106,3
8,527495,10
8,527497,8
8,528193,5
8,528194,5
8,528201,3
8,528202,3
8,528814,4
8,528815,4
8,529497,23
8,529599,1
8,530297,28
8,530298,28
8,530299,25
8,530302,26
8,530343,10
8,530344,12
8,530345,2
8,531179,21
8,531219,9
8,531221,2
8,531224,5
8,531991,4
8,532008,47
8,532009,10
8,532319,10
8,532555,1
8,533051,5
8,533287,5
8,533289,2
8,533290,2
8,533360,8
8,533361,9
8,533401,11
8,533402,13
8,533407,8
8,533408,2
8,533683,4
8,533685,9
8,533686,1
8,533770,20
8,533771,17
8,533991,1
8,534103,10
8,534104,1
8,535310,14
8,535858,19
8,535993,12
8,537439,2
8,538344,3
8,538603,1
8,538746,14
8,539742,3
8,540027,1
8,540362,15
8,540363,12
8,540364,8
8,541547,5
8,541548,8
8,541958,49
8,542954,5
8,543522,2
8,544024,10
8,544922,7
8,544923,3
8,544924,12
8,545187,12
8,545188,14
8,545189,18
8,545190,5
8,545191,15
8,545192,12
8,545194,8
8,545229,1
8,545230,15
8,545231,8
8,545482,1
8,545784,28
8,545813,1
8,545814,4
8,545831,11
8,546258,2
8,546259,1
8,546818,9
8,546886,1
8,546918,3
8,547494,5
8,547495,15
8,547496,8
8,547497,3
8,547675,9
8,548243,4
8,548919,120
8,549381,18
8,549382,17
8,550680,6
8,550892,4
8,550893,6
8,551008,9
8,551009,9
8,551010,7
8,552236,35
8,552237,1
8,553092,10
8,553093,3
8,553094,4
8,553853,3
8,553857,16
8,553858,16
8,554276,8
8,554289,10
8,554290,11
8,554439,2
8,554864,5
8,555345,1
8,555347,4
8,555348,7
8,555350,4
8,555351,2
8,555901,3
8,555902,6
8,555903,15
8,555904,9
8,555909,7
8,555911,2
8,555912,6
8,555945,12
8,556564,7
8,557155,24
8,557156,2
8,557157,3
8,557158,1
8,557159,2
8,557160,4
8,557162,11
8,557163,2
8,557438,32
8,558649,12
8,558818,3
8,562018,4
8,562021,5
8,562022,2
8,562027,2
8,562028,11
8,562030,3
8,562033,3
8,562034,8
8,562035,1
8,562036,6
8,562040,3
8,562041,2
8,562046,1
8,562394,3
8,562395,5
8,562396,8
8,562400,2
8,562401,1
8,562407,6
8,562408,3
8,562409,6
8,562790,4
8,562791,2
8,562946,13
8,562981,3
8,562982,1
8,562983,3
8,563013,14
8,563634,13
8,563824,17
8,563935,16
8,563936,17
8,563937,2
8,564051,1
8,564052,2
8,564253,12
8,564257,11
8,564881,16
8,564901,3
8,565727,1
8,565732,3
8,566767,20
8,567101,1
8,567113,1
8,567370,5
8,567371,7
8,567372,1
8,567373,7
8,567374,16
8,567389,5
8,567391,2
8,567394,1
8,567395,2
8,567469,2
8,567470,2
8,567471,4
8,567473,10
8,567474,2
8,567840,1
8,568417,5
8,568422,5
8,568953,1
8,568954,3
8,568957,1
8,568959,4
8,568960,9
8,568961,1
8,568967,7
8,568968,2
8,568972,24
8,568974,28
8,568975,25
8,568976,1
8,569112,1
8,569113,3
8,569115,6
8,569116,4
8,569117,5
8,569118,2
8,569124,7
8,569128,1
8,569192,5
8,569193,9
8,569194,10
8,569211,5
8,569802,4
8,569803,6
8,570291,3
8,570292,9
8,570294,1
8,570598,4
8,570599,7
8,570600,3
8,570927,63
8,570928,19
8,570929,20
8,570932,7
8,570934,6
8,570935,9
8,570936,17
8,570937,3
8,570938,10
8,570939,8
8,570940,17
8,570941,18
8,570942,32
8,570943,26
8,570944,6
8,570959,14
8,570961,92
8,570963,31
8,570965,13
8,570966,26
8,570967,23
8,570968,1
8,570969,37
