Week,SKU Code,Qty
15,508808,1
15,508809,4
15,508810,1
15,508811,2
15,508812,2
15,508813,7
15,508824,2
15,508825,8
15,508836,6
15,508839,3
15,508840,3
15,508848,2
15,510292,5
15,517693,4
15,518228,6
15,518243,5
15,518445,7
15,518536,2
15,518538,13
15,522192,4
15,522342,5
15,522628,3
15,523309,2
15,524361,4
15,526208,7
15,526307,9
15,526308,8
15,526309,2
15,526310,3
15,526584,32
15,526586,17
15,527097,6
15,527495,17
15,527497,4
15,528193,6
15,528194,7
15,528201,1
15,528814,13
15,528815,11
15,529497,3
15,530297,31
15,530298,32
15,530299,46
15,530302,49
15,530343,16
15,530344,16
15,530345,6
15,531179,18
15,531219,12
15,531221,3
15,531222,3
15,531224,4
15,531991,1
15,532008,56
15,532009,34
15,532319,1
15,532555,1
15,533051,4
15,533052,1
15,533060,2
15,533287,1
15,533289,6
15,533360,10
15,533361,6
15,533401,16
15,533402,26
15,533407,9
15,533408,5
15,533683,7
15,533685,5
15,533770,21
15,533771,20
15,533991,2
15,534103,1
15,534104,5
15,535310,6
15,535858,18
15,535993,20
15,537439,1
15,538344,7
15,538603,1
15,538746,26
15,539742,1
15,540362,11
15,540363,10
15,540364,12
15,540365,4
15,540915,1
15,541547,4
15,541548,8
15,541958,50
15,542954,6
15,543522,1
15,544024,15
15,544922,4
15,544923,4
15,544924,4
15,545187,23
15,545188,14
15,545189,25
15,545190,9
15,545191,15
15,545192,10
15,545194,16
15,545229,1
15,545230,9
15,545231,4
15,545482,7
15,545784,31
15,545813,1
15,545814,8
15,545831,8
15,546258,1
15,546818,11
15,546918,8
15,547494,9
15,547495,8
15,547496,4
15,547497,7
15,547675,5
15,548243,2
15,548919,284
15,549381,20
15,549382,9
15,550680,3
15,550892,8
15,550893,3
15,551008,10
15,551009,6
15,551010,2
15,552236,68
15,552237,4
15,553090,1
15,553091,2
15,553092,7
15,553093,2
15,553094,8
15,553544,2
15,553847,1
15,553853,5
15,553857,19
15,553858,15
15,554276,5
15,554289,23
15,554290,10
15,554439,2
15,554864,6
15,555341,3
15,555345,6
15,555347,5
15,555348,10
15,555350,8
15,555351,5
15,555355,1
15,555901,6
15,555902,8
15,555903,15
15,555904,16
15,555905,4
15,555909,15
15,555911,6
15,555912,8
15,555916,3
15,555945,35
15,556564,6
15,557155,23
15,557157,7
15,557159,5
15,557160,4
15,557162,4
15,557163,2
15,557438,29
15,558649,12
15,558672,1
15,558818,4
15,561861,1
15,562018,8
15,562019,1
15,562021,6
15,562022,4
15,562027,6
15,562028,7
15,562030,8
15,562034,8
15,562035,2
15,562036,5
15,562040,6
15,562041,4
15,562046,1
15,562256,1
15,562394,5
15,562395,5
15,562396,9
15,562401,2
15,562407,2
15,562408,2
15,562409,8
15,562790,6
15,562791,1
15,562946,10
15,562979,2
15,562982,1
15,562989,3
15,562990,2
15,563013,10
15,563634,4
15,563824,31
15,563935,16
15,563936,26
15,564051,8
15,564052,2
15,564253,6
15,564260,1
15,564586,1
15,564603,1
15,564877,2
15,564878,1
15,564881,9
15,564901,3
15,566767,33
15,567020,1
15,567101,2
15,567113,1
15,567370,8
15,567371,6
15,567373,10
15,567374,7
15,567389,10
15,567394,2
15,567395,1
15,567470,5
15,567471,1
15,567473,7
15,567474,5
15,567840,4
15,568392,2
15,568417,5
15,568422,4
15,568953,1
15,568956,1
15,568958,1
15,568959,6
15,568960,19
15,568961,1
15,568964,1
15,568967,14
15,568971,1
15,568972,3
15,568974,1
15,568975,12
15,568976,23
15,569112,2
15,569113,5
15,569114,2
15,569115,5
15,569116,7
15,569117,5
15,569118,1
15,569124,7
15,569125,1
15,569126,4
15,569192,6
15,569193,3
15,569194,8
15,569211,4
15,569802,1
15,569803,8
15,570291,2
15,570292,12
15,570293,2
15,570297,3
15,570598,3
15,570599,3
15,570600,1
15,570725,1
15,570927,41
15,570928,27
15,570929,46
15,570932,13
15,570934,3
15,570935,13
15,570936,2
15,570938,4
15,570939,6
15,570940,2
15,570941,23
15,570942,36
15,570943,5
15,570944,2
15,570959,32
15,570961,117
15,570963,32
15,570965,14
15,570966,44
15,570967,25
15,570969,45
15,570970,26
15,570971,52
15,570972,35
15,570973,55
15,570974,6
15,570975,54
15,570976,18
15,570977,8
15,570978,27
15,570997,1
15,570998,1
15,571002,1
15,571006,1
15,571007,1
15,571018,19
15,571030,4
15,571033,1
15,571035,3
15,571131,46
15,571132,7
15,571133,14
15,571134,7
15,571135,6
15,571136,8
15,571137,3
15,571138,35
15,571139,1
15,571140,5
15,571141,1
15,571158,1
15,571223,33
15,571225,42
15,571227,34
15,571229,7
15,571230,8
15,571231,22
15,571233,1
15,571234,9
15,571235,26
15,571238,12
15,571243,3
15,571245,12
15,571247,27
15,571248,20
15,571249,20
15,571252,1
15,571253,10
15,571259,17
15,571260,3
15,571261,3
15,571265,9
15,571268,3
15,571269,10
15,571270,13
15,571271,3
15,571272,4
15,571273,13
15,571276,1
15,571277,2
15,571278,1
15,571378,5
15,571379,16
15,571424,28
15,571425,20
15,571426,19
15,571427,14
15,571428,2
15,571429,1
15,571439,4
15,571440,4
15,571584,1
15,571588,1
15,571594,3
15,571595,1
15,571597,2
15,571598,1
15,571599,3
15,571601,1
15,571927,4
15,571931,3
15,571932,3
15,571933,11
15,571935,2
15,571939,8
15,571941,6
15,571942,3
15,571945,18
15,571947,6
15,571949,2
15,572025,8
15,572034,11
15,572042,4
15,572048,40
15,572049,1
15,572051,1
15,572053,11
15,572055,6
15,572056,7
15,572057,5
15,572058,2
15,572059,3
15,572061,11
15,572063,8
15,572075,1
15,572077,2
15,572078,1
15,572281,1
15,572282,3
15,572283,7
15,572284,2
15,572285,1
15,572286,2
15,572288,4
15,572296,4
15,572297,1
15,572322,6
15,572323,4
15,572324,2
15,572325,1
15,572326,1
15,572327,5
15,572368,1
15,572516,6
15,572517,11
15,572518,5
15,572519,7
15,572520,11
15,572521,9
15,572523,1
15,572526,10
15,572547,6
15,572548,6
15,572550,7
15,572553,5
15,572578,4
15,572579,4
15,572580,2
15,573030,5
15,573031,2
15,573032,1
15,573033,7
15,573035,1
15,573037,2
15,573038,3
15,573039,1
15,573325,1
15,573326,1
15,573328,2
15,573329,6
15,573331,4
15,573332,1
15,573335,1
15,573336,1
15,573337,4
15,573338,4
15,573339,1
15,573340,10
15,573341,1
15,573342,2
15,573343,6
15,573345,2
15,573346,1
15,573347,1
15,573348,3
15,573502,1
15,573503,1
15,573509,2
15,573556,2
15,573557,5
15,573559,9
15,573560,7
15,573561,9
15,573562,3
15,573563,4
15,573564,5
15,573565,5
15,573566,2
15,573570,1
15,573574,2
15,573579,6
15,573580,7
15,573581,13
15,573582,1
15,573583,1
15,573584,1
15,573610,1
15,573611,2
15,573612,2
15,573613,3
15,573614,1
15,573615,3
15,573616,1
15,573706,1
15,573708,17
15,573741,2
15,573742,1
15,573743,5
15,573744,5
15,573745,2
15,573746,6
15,573747,4
15,573748,7
15,573749,8
15,573750,4
15,573794,2
15,573798,1
15,573829,1
15,573831,1
15,573832,1
15,573833,1
15,573836,2
15,574095,1
15,574097,2
15,574098,5
15,574100,3
15,574101,2
15,574102,3
15,574103,1
15,574105,26
15,574106,28
15,574107,2
15,574109,2
15,574111,1
15,574113,2
15,574114,3
15,574115,3
15,574116,1
15,574117,1
15,574118,1
15,574311,4
15,574312,2
15,574313,1
15,574314,3
15,574315,1
15,574550,1
15,574551,1
15,574552,1
15,574553,2
15,574742,7
15,574743,13
15,574744,11
15,574745,11
15,574746,11
15,574750,1
15,574754,1
15,574755,6
15,574756,1
15,574757,2
15,574758,2
15,574760,7
15,574761,4
15,574762,6
15,574763,1
15,574764,10
15,574765,3
15,574766,2
15,574864,4
15,575052,2
15,575070,1
15,575074,1
15,575075,2
15,575084,1
15,575085,1
15,575086,2
15,575088,1
15,575090,2
15,575091,3
15,575093,1
15,575096,3
15,575101,7
15,575102,2
15,575103,9
15,575105,1
15,575106,3
15,575852,3
15,575853,1
15,575854,1
15,575855,2
15,575862,1
15,575863,2
15,575864,2
15,575868,2
15,575869,1
15,575873,2
15,575875,1
15,575876,5
15,576395,1
15,576516,2
15,576518,5
15,576524,1
15,576526,2
15,576852,1
15,576855,2
15,576861,2
15,576862,5
15,576863,2
15,576864,3
15,576865,2
15,576867,3
15,576868,7
15,576869,2
15,576871,1
15,576873,2
15,576874,1
15,576876,1
15,576878,2
15,576880,4
15,576882,2
15,576883,4
15,576886,1
15,576887,7
15,576889,4
15,576890,4
15,576893,13
15,576894,1
15,576895,2
15,576896,1
15,576897,11
15,576898,2
15,576899,6
16,504900,3
16,506142,1
16,506150,45
16,506152,18
16,506153,28
16,506154,21
16,506172,25
16,506173,29
16,506280,99
16,506527,17
16,508804,3
16,508806,1
16,508808,2
16,508809,2
16,508810,2
16,508811,5
16,508813,10
16,508824,8
16,508825,5
16,508836,9
16,508839,2
16,508840,4
16,508848,5
16,510292,7
16,517693,4
16,518228,8
16,518243,2
16,518445,11
16,518536,2
16,518538,4
16,522192,6
16,522342,6
16,522628,4
16,523309,2
16,524361,12
16,525572,1
16,526208,8
16,526307,4
16,526308,8
16,526309,1
16,526310,2
16,526584,44
16,526586,12
16,527097,7
16,527495,5
16,527497,4
16,528193,2
16,528194,2
16,528201,5
16,528202,3
16,528814,8
16,528815,12
16,529488,5
16,529497,5
16,530297,36
16,530298,35
16,530299,49
16,530302,33
16,530343,21
16,530344,19
16,530345,6
16,531179,26
16,531219,12
16,531222,5
16,531224,8
16,532008,57
16,532009,39
16,532319,3
16,533051,2
16,533060,2
16,533287,2
16,533289,3
16,533290,2
16,533360,7
16,533361,8
16,533401,15
16,533402,17
16,533407,6
16,533408,7
16,533683,2
16,533685,2
16,533770,22
16,533771,27
16,533991,2
16,534103,2
16,534104,8
16,535310,11
16,535858,28
16,535993,20
16,537439,2
16,538344,8
16,538746,29
16,539742,1
16,540362,9
16,540363,10
16,540364,9
16,540365,1
16,540916,1
16,541547,8
16,541548,3
16,541958,63
16,542954,2
16,543522,1
16,544024,8
16,544922,4
16,544923,4
16,544924,12
16,545187,15
16,545188,10
16,545189,31
16,545190,6
16,545191,15
16,545192,8
16,545194,12
16,545229,3
16,545230,13
16,545231,5
16,545482,4
16,545483,3
16,545784,33
16,545813,1
16,545814,3
16,545831,13
16,546818,14
16,546918,2
16,547494,7
16,547495,10
16,547496,9
16,547497,5
16,547675,1
16,548243,3
16,548919,177
16,549381,26
16,549382,17
16,550680,2
16,550892,5
16,550893,1
16,551008,8
16,551009,8
16,551010,4
16,552236,78
16,552237,4
16,553092,19
16,553093,7
16,553094,10
16,553853,3
16,553857,12
16,553858,19
16,554276,5
16,554289,16
16,554290,18
16,554425,1
16,554439,6
16,555341,3
16,555345,4
16,555347,6
16,555348,8
16,555350,8
16,555351,2
16,555902,6
16,555903,9
16,555904,12
16,555905,3
16,555909,18
16,555911,7
16,555912,6
16,555945,38
16,556564,12
16,557155,41
16,557156,2
16,557157,8
16,557159,13
16,557160,12
16,557162,8
16,557163,2
16,557438,41
16,558649,7
16,558818,3
16,562018,2
16,562019,2
16,562021,3
16,562022,2
16,562027,4
16,562028,11
16,562030,1
16,562034,3
16,562035,1
16,562036,8
16,562041,5
16,562046,1
16,562256,1
16,562394,3
16,562395,6
16,562396,8
16,562407,4
16,562408,3
16,562409,8
16,562790,2
16,562946,10
16,562979,2
16,562983,2
16,562989,6
16,562990,3
16,563013,19
16,563634,7
16,563824,34
16,563935,5
16,563936,17
16,564051,2
16,564052,2
16,564253,7
16,564257,4
16,564877,1
16,564878,1
16,564881,6
16,564901,3
16,566767,42
16,567020,1
16,567101,1
16,567370,9
16,567371,16
16,567373,23
16,567374,11
16,567386,1
16,567389,6
16,567391,3
16,567392,3
16,567393,3
16,567394,1
16,567395,1
16,567470,2
16,567471,6
16,567473,6
16,567474,7
16,567840,1
16,568417,2
16,568422,4
16,568953,1
16,568954,1
16,568959,4
16,568960,20
16,568967,8
16,568971,1
16,568972,3
16,568974,10
16,568975,22
16,568976,25
16,569113,10
16,569114,1
16,569115,8
16,569116,5
16,569117,7
16,569118,2
16,569124,12
16,569125,1
16,569127,1
16,569192,7
16,569193,12
16,569194,14
16,569211,2
16,569802,7
16,569803,13
16,570291,1
16,570292,6
16,570293,3
16,570294,2
16,570598,3
16,570599,6
16,570600,1
16,570725,1
16,570727,1
16,570732,1
16,570927,42
16,570928,29
16,570929,38
16,570932,9
16,570934,2
16,570935,9
16,570936,7
16,570937,1
16,570938,7
16,570939,6
16,570940,3
16,570941,22
16,570942,29
16,570944,7
16,570959,34
16,570961,87
16,570963,28
16,570965,10
16,570966,32
16,570967,21
16,570969,50
16,570970,18
16,570971,48
16,570972,33
16,570973,42
16,570974,3
16,570975,37
16,570976,16
16,570977,6
16,570978,38
16,570997,2
16,571006,1
16,571018,12
16,571021,5
16,571030,2
16,571033,1
16,571034,1
16,571035,2
16,571036,2
16,571131,34
16,571132,3
16,571133,9
16,571134,4
16,571135,9
16,571136,8
16,571137,12
16,571138,38
16,571139,6
16,571140,5
16,571141,9
16,571156,1
16,571158,1
16,571223,42
16,571224,1
16,571225,30
16,571227,27
16,571229,10
16,571230,4
16,571231,18
16,571232,1
16,571234,9
16,571235,29
16,571236,1
16,571238,9
16,571239,1
16,571241,1
16,571243,4
16,571245,16
16,571247,27
16,571248,31
16,571249,19
16,571250,2
16,571253,12
16,571255,2
16,571257,1
16,571259,10
16,571260,8
16,571261,8
16,571265,5
16,571268,2
16,571269,4
16,571270,6
16,571271,8
16,571272,4
16,571273,12
16,571277,1
16,571378,9
16,571379,18
16,571424,21
16,571425,26
16,571426,23
16,571427,25
16,571428,2
16,571429,3
16,571439,1
16,571440,3
16,571582,1
16,571583,1
16,571584,2
16,571594,1
16,571602,1
16,571927,4
16,571931,2
16,571932,8
16,571933,11
16,571939,18
16,571941,7
16,571942,1
16,571945,11
16,571947,10
16,571949,7
16,572025,11
16,572034,11
16,572042,2
16,572044,1
16,572048,29
16,572053,7
16,572055,8
16,572056,7
16,572057,2
16,572058,4
16,572059,2
16,572060,1
16,572061,5
16,572063,7
16,572076,1
16,572077,1
16,572280,1
16,572281,1
16,572282,7
16,572283,11
16,572284,2
16,572287,4
16,572289,1
16,572296,2
16,572297,1
16,572322,7
16,572323,5
16,572325,1
16,572326,1
16,572327,6
16,572368,4
16,572516,14
16,572517,16
16,572518,6
16,572519,10
16,572520,26
16,572521,17
16,572526,12
16,572537,1
16,572547,6
16,572548,5
16,572549,1
16,572550,9
16,572553,4
16,572578,5
16,572579,5
16,572580,3
16,572912,1
16,573030,4
16,573031,4
16,573033,6
16,573034,1
16,573036,1
16,573038,1
16,573039,1
16,573324,2
16,573325,1
16,573326,2
16,573327,2
16,573329,5
16,573330,1
16,573331,14
16,573332,1
16,573333,1
16,573335,3
16,573336,5
16,573337,2
16,573338,10
16,573339,1
16,573340,11
16,573342,2
16,573343,1
16,573344,1
16,573345,1
16,573346,1
16,573348,2
16,573494,1
16,573495,2
16,573497,1
16,573499,1
16,573502,1
16,573503,2
16,573509,1
16,573557,2
16,573558,2
16,573559,17
16,573560,3
16,573561,12
16,573562,2
16,573563,8
16,573564,6
16,573565,1
16,573566,3
16,573573,1
16,573578,1
16,573579,3
16,573580,13
16,573581,5
16,573584,1
16,573611,3
16,573613,2
16,573614,2
16,573615,8
16,573706,2
16,573708,21
16,573741,2
16,573742,9
16,573743,5
16,573744,7
16,573745,7
16,573746,8
16,573747,4
16,573748,13
16,573749,5
16,573750,5
16,573792,5
16,573793,1
16,573797,1
16,573830,3
16,573832,1
16,573837,1
16,573839,1
16,573840,1
16,574096,1
16,574097,2
16,574098,7
16,574099,5
16,574100,5
16,574101,1
16,574102,5
16,574103,3
16,574104,3
16,574105,13
16,574106,18
16,574107,3
16,574108,2
16,574109,1
16,574110,1
16,574111,1
16,574112,1
16,574113,2
16,574114,1
16,574115,2
16,574117,1
16,574118,1
16,574310,1
16,574311,3
16,574312,2
16,574314,4
16,574315,2
16,574550,1
16,574553,4
16,574554,1
16,574555,3
16,574742,15
16,574743,12
16,574744,5
16,574745,9
16,574746,15
16,574755,5
16,574756,2
16,574757,5
16,574758,3
16,574759,5
16,574760,2
16,574761,2
16,574762,7
16,574763,1
16,574764,14
16,574765,4
16,574766,4
16,574864,8
16,575053,1
16,575055,1
16,575056,2
16,575061,3
16,575065,1
16,575068,1
16,575072,1
16,575074,1
16,575075,1
16,575084,1
16,575087,1
16,575091,2
16,575096,3
16,575098,1
16,575099,1
16,575101,1
16,575102,2
16,575103,8
16,575105,1
16,575106,3
16,575848,1
16,575850,1
16,575852,1
16,575855,1
16,575858,1
16,575861,2
16,575863,2
16,575864,1
16,575868,1
16,575869,1
16,575872,1
16,575873,1
16,575875,2
16,575876,4
16,575878,1
16,576397,1
16,576400,2
16,576401,4
16,576515,2
16,576516,4
16,576518,4
16,576519,6
16,576520,3
16,576523,4
16,576526,3
16,576745,1
16,576852,4
16,576855,1
16,576859,1
16,576860,1
16,576861,3
16,576862,1
16,576863,1
16,576864,1
16,576867,1
16,576868,5
16,576869,3
16,576871,6
16,576872,1
16,576873,6
16,576874,1
16,576879,1
16,576882,4
16,576883,7
16,576886,1
16,576887,2
16,576888,1
16,576889,2
16,576890,5
16,576892,3
16,576893,9
16,576894,2
16,576896,3
16,576897,6
16,576898,1
16,576899,3
17,504896,1
17,506150,46
17,506152,9
17,506153,14
17,506154,13
17,506172,22
17,506173,36
17,506280,92
17,506527,7
17,508804,2
17,508806,3
17,508809,3
17,508810,2
17,508811,2
17,508812,1
17,508813,4
17,508824,7
17,508825,10
17,508836,6
17,508840,7
17,508847,1
17,508848,2
17,510292,3
17,517693,7
17,518226,1
17,518228,5
17,518243,7
17,518445,8
17,518536,1
17,518538,5
17,522192,5
17,522342,5
17,522628,2
17,523309,2
17,524361,3
17,526208,8
17,526307,7
17,526308,6
17,526309,7
17,526310,3
17,526584,34
17,526586,16
17,527097,3
17,527495,13
17,527497,5
17,528193,8
17,528194,4
17,528201,6
17,528814,3
17,528815,4
17,529488,1
17,529497,3
17,530297,35
17,530298,29
17,530299,37
17,530302,21
17,530343,13
17,530344,18
17,530345,5
17,531179,35
17,531219,8
17,531221,2
17,531222,3
17,531224,8
17,531991,4
17,532001,1
17,532008,58
17,532009,24
17,532319,4
17,532555,2
17,533051,6
17,533060,2
17,533287,3
17,533289,4
17,533360,3
17,533361,4
17,533401,11
17,533402,8
17,533407,3
17,533408,12
17,533683,5
17,533685,4
17,533770,14
17,533771,34
17,533991,3
17,534104,3
17,535310,8
17,535858,22
17,535993,14
17,538344,10
17,538603,4
17,538746,16
17,539742,3
17,540362,6
17,540363,13
17,540364,10
17,540365,3
17,541547,1
17,541548,4
17,541958,57
17,542463,1
17,542954,6
17,544024,10
17,544922,3
17,544923,5
17,544924,10
17,545187,12
17,545188,7
17,545189,15
17,545190,7
17,545191,10
17,545192,12
17,545194,10
17,545230,12
17,545231,11
17,545482,5
17,545483,2
17,545784,37
17,545813,1
17,545814,2
17,545831,4
17,546818,14
17,546918,4
17,547494,11
17,547495,5
17,547496,2
17,547497,4
17,547675,1
17,548243,2
17,548919,141
17,549381,19
17,549382,7
17,550680,3
17,550892,3
17,550893,1
17,551008,5
17,551009,14
17,551010,4
17,552236,48
17,552237,1
17,553091,1
17,553092,10
17,553093,8
17,553094,10
17,553853,2
17,553857,18
17,553858,17
17,554276,4
17,554289,13
17,554290,17
17,554437,1
17,554439,2
17,554864,3
17,555341,4
17,555345,12
17,555347,5
17,555348,7
17,555350,6
17,555351,7
17,555901,3
17,555902,4
17,555903,10
17,555904,13
17,555905,2
17,555909,9
17,555911,5
17,555912,5
17,555945,26
17,556436,1
17,556564,7
17,557155,26
17,557156,2
17,557157,6
17,557159,13
17,557160,7
17,557162,4
17,557163,3
17,557438,47
17,558649,11
17,558818,2
17,561867,1
17,562018,6
17,562019,1
17,562021,2
17,562022,2
17,562027,1
17,562028,8
17,562030,2
17,562033,2
17,562034,4
17,562035,1
17,562036,6
17,562040,7
17,562041,2
17,562046,1
17,562256,1
17,562394,4
17,562395,2
17,562396,11
17,562407,6
17,562408,6
17,562409,3
17,562790,5
17,562946,9
17,562983,1
17,562989,3
17,562990,1
17,563013,13
17,563634,8
17,563824,28
17,563935,7
17,563936,18
17,564051,3
17,564253,5
17,564257,18
17,564877,2
17,564878,1
17,564881,2
17,564901,2
17,565727,1
17,566767,29
17,567113,1
17,567370,6
17,567371,12
17,567373,14
17,567374,9
17,567389,11
17,567391,1
17,567393,1
17,567395,2
17,567470,2
17,567471,1
17,567473,7
17,567474,3
17,567840,1
17,568392,1
17,568417,6
17,568422,2
17,568954,1
17,568959,6
17,568960,12
17,568961,1
17,568966,1
17,568967,7
17,568971,3
17,568972,1
17,568974,8
17,568975,11
17,568976,18
17,569112,1
17,569113,8
17,569114,1
17,569115,10
17,569116,2
17,569117,8
17,569118,2
17,569124,5
17,569125,1
17,569129,1
17,569192,4
17,569193,9
17,569194,8
17,569211,4
17,569802,4
17,569803,13
17,570291,3
17,570292,13
17,570293,4
17,570294,1
17,570297,2
17,570598,1
17,570599,1
17,570600,1
17,570726,2
17,570729,1
17,570732,1
17,570734,1
17,570736,1
17,570738,1
17,570927,42
17,570928,28
17,570929,30
17,570932,14
17,570933,1
17,570934,4
17,570935,10
17,570936,2
17,570937,1
17,570938,6
17,570939,5
17,570940,6
17,570941,10
17,570942,35
17,570944,3
17,570959,25
17,570961,113
17,570963,28
17,570965,10
17,570966,32
17,570967,15
17,570969,53
17,570970,21
17,570971,47
17,570972,22
17,570973,50
17,570974,6
17,570975,28
17,570976,20
17,570977,10
17,570978,41
17,570997,1
17,570998,1
17,571005,1
17,571006,1
17,571008,1
17,571018,8
17,571021,4
17,571030,4
17,571031,1
17,571032,2
17,571033,1
17,571034,2
17,571035,3
17,571131,45
17,571132,4
17,571133,7
17,571134,11
17,571135,10
17,571136,3
17,571137,6
17,571138,38
17,571139,4
17,571140,5
17,571141,3
17,571156,2
17,571223,34
17,571225,48
17,571227,35
17,571229,9
17,571230,7
17,571231,22
17,571234,13
17,571235,23
17,571238,6
17,571240,1
17,571241,2
17,571243,6
17,571245,12
17,571247,26
17,571248,29
17,571249,13
17,571253,3
17,571256,1
17,571257,1
17,571259,12
17,571260,3
17,571261,6
17,571265,6
17,571268,3
17,571269,3
17,571270,12
17,571271,4
17,571272,3
17,571273,13
17,571279,1
17,571378,5
17,571379,12
17,571424,27
17,571425,12
17,571426,7
17,571427,8
17,571428,3
17,571429,3
17,571439,3
17,571440,6
17,571582,2
17,571584,2
17,571588,1
17,571593,2
17,571594,1
17,571596,1
17,571598,1
17,571931,2
17,571932,4
17,571933,9
17,571939,9
17,571941,4
17,571945,4
17,571947,5
17,571949,2
17,572023,2
17,572025,8
17,572034,12
17,572048,40
17,572053,5
17,572054,1
17,572055,10
17,572056,5
17,572057,2
17,572058,2
17,572059,1
17,572061,5
17,572063,7
17,572076,1
17,572280,1
17,572281,1
17,572282,9
17,572283,7
17,572284,2
17,572285,3
17,572286,1
17,572289,1
17,572291,2
17,572293,1
17,572294,1
17,572322,2
17,572323,3
17,572325,1
17,572327,3
17,572368,3
17,572509,1
17,572516,4
17,572517,14
17,572518,3
17,572519,7
17,572520,22
17,572521,9
17,572523,2
17,572526,12
17,572547,6
17,572548,5
17,572549,1
17,572550,5
17,572553,5
17,572577,1
17,572578,4
17,572579,6
17,572580,1
17,573030,1
17,573031,3
17,573032,2
17,573033,5
17,573034,3
17,573035,1
17,573037,1
17,573039,2
17,573325,1
17,573327,1
17,573328,2
17,573329,5
17,573330,3
17,573331,6
17,573333,1
17,573336,1
17,573338,7
17,573340,5
17,573342,2
17,573343,3
17,573344,2
17,573345,1
17,573346,1
17,573347,1
17,573348,2
17,573494,2
17,573497,1
17,573557,4
17,573559,5
17,573560,5
17,573561,2
17,573563,2
17,573564,2
17,573565,5
17,573566,2
17,573573,3
17,573574,1
17,573578,2
17,573579,3
17,573580,14
17,573581,7
17,573582,1
17,573610,1
17,573611,2
17,573613,1
17,573708,14
17,573741,2
17,573742,2
17,573743,5
17,573744,10
17,573745,1
17,573746,4
17,573747,5
17,573748,6
17,573749,7
17,573750,4
17,573797,1
17,573830,1
17,573835,1
17,573839,1
17,574096,4
17,574098,4
17,574099,9
17,574100,5
17,574102,4
17,574103,4
17,574104,3
17,574105,26
17,574106,28
17,574108,1
17,574110,2
17,574111,1
17,574112,3
17,574113,2
17,574114,2
17,574115,4
17,574118,1
17,574314,2
17,574315,2
17,574550,1
17,574552,1
17,574553,2
17,574555,1
17,574742,12
17,574743,14
17,574744,15
17,574745,14
17,574746,8
17,574755,1
17,574758,1
17,574759,1
17,574760,1
17,574761,1
17,574762,4
17,574764,10
17,574766,1
17,574864,5
17,575052,3
17,575054,1
17,575056,2
17,575058,2
17,575067,1
17,575073,1
17,575074,1
17,575084,1
17,575086,2
17,575087,1
17,575090,2
17,575096,4
17,575097,1
17,575098,1
17,575101,1
17,575103,9
17,575105,1
17,575106,1
17,575851,1
17,575855,2
17,575861,1
17,575862,1
17,575863,3
17,575869,1
17,575873,1
17,575876,2
17,575877,1
17,576393,2
17,576395,1
17,576397,1
17,576400,1
17,576401,1
17,576402,2
17,576514,1
17,576516,2
17,576518,5
17,576519,2
17,576520,2
17,576525,1
17,576852,1
17,576857,1
17,576861,1
17,576862,3
17,576863,4
17,576864,1
17,576867,1
17,576868,1
17,576869,1
17,576871,4
17,576873,1
17,576878,1
17,576880,5
17,576881,1
17,576882,4
17,576883,10
17,576886,4
17,576887,6
17,576889,3
17,576890,4
17,576892,1
17,576893,6
17,576897,7
17,576899,3
18,504896,1
18,506150,48
18,506152,7
18,506153,17
18,506154,20
18,506172,23
18,506173,37
18,506280,122
18,506527,8
18,508804,7
18,508806,2
18,508808,1
18,508809,2
18,508810,2
18,508811,2
18,508812,1
18,508813,3
18,508824,5
18,508825,12
18,508836,5
18,508839,2
18,508848,2
18,510292,1
18,517693,7
18,518228,4
18,518243,11
18,518445,8
18,518536,3
18,518538,6
18,521426,1
18,522192,2
18,522342,5
18,522628,4
18,523309,4
18,524361,7
18,526208,13
18,526307,4
18,526308,11
18,526309,3
18,526310,5
18,526584,51
18,526586,13
18,527097,2
18,527495,10
18,527497,5
18,528193,4
18,528194,4
18,528201,3
18,528202,5
18,528814,10
18,528815,12
18,529497,14
18,530297,28
18,530298,31
18,530299,41
18,530302,30
18,530343,19
18,530344,18
18,530345,6
18,531179,21
18,531219,11
18,531222,2
18,531224,7
18,532008,62
18,532009,37
18,532319,3
18,533051,4
18,533060,2
18,533287,6
18,533289,6
18,533290,4
18,533360,4
18,533361,6
18,533401,14
18,533402,14
18,533407,8
18,533408,9
18,533683,6
18,533685,5
18,533770,35
18,533771,27
18,533991,2
18,534103,1
18,534104,9
18,535310,11
18,535858,13
18,535993,14
18,537439,2
18,538344,4
18,538603,2
18,538746,14
18,539742,2
18,540362,9
18,540363,8
18,540364,4
18,540365,4
18,541547,2
18,541548,5
18,541958,47
18,542954,5
18,543522,4
18,544024,10
18,544922,6
18,544923,5
18,544924,7
18,545187,10
18,545188,13
18,545189,19
18,545190,11
18,545191,9
18,545192,12
18,545194,13
18,545229,1
18,545230,12
18,545231,11
18,545482,6
18,545483,2
18,545784,44
18,545813,2
18,545814,6
18,545831,15
18,546818,17
18,547494,13
18,547495,6
18,547496,5
18,547497,5
18,547675,4
18,548243,5
18,548919,178
18,549376,2
18,549381,18
18,549382,10
18,550680,7
18,550892,8
18,550893,1
18,551008,9
18,551009,15
18,551010,2
18,551802,1
18,552236,59
18,552237,4
18,553091,1
18,553092,11
18,553093,5
18,553094,3
18,553853,6
18,553857,15
18,553858,20
18,554276,3
18,554289,13
18,554290,21
18,554439,5
18,554864,5
