month_name,SKU Code,Qty
February,571234,37
February,571235,75
February,571238,22
February,571239,1
February,571241,4
February,571243,12
February,571244,1
February,571245,35
February,571247,65
February,571248,66
February,571249,23
February,571253,25
February,571255,1
February,571258,2
February,571259,33
February,571260,9
February,571261,8
February,571265,20
February,571268,5
February,571269,15
February,571270,41
February,571271,16
February,571272,13
February,571273,28
February,571276,4
February,571277,2
February,571278,5
February,571279,3
February,571378,14
February,571379,27
February,571424,105
February,571425,35
February,571426,39
February,571427,37
February,571428,11
February,571429,5
February,571439,18
February,571440,39
February,571441,5
February,571582,2
February,571583,2
February,571584,1
February,571586,2
February,571588,2
February,571593,2
February,571594,4
February,571595,1
February,571596,2
February,571597,1
February,571599,2
February,571600,1
February,571601,6
February,571602,3
February,571925,1
February,571927,12
February,571931,18
February,571932,16
February,571933,60
February,571935,3
February,571939,30
February,571941,16
February,571942,16
February,571945,20
February,571947,10
February,571949,8
February,572025,28
February,572030,1
February,572034,36
February,572037,1
February,572038,1
February,572042,7
February,572044,9
February,572048,45
February,572053,25
February,572054,1
February,572055,20
February,572056,32
February,572057,8
February,572058,13
February,572059,5
February,572061,13
February,572062,1
February,572063,30
February,572065,1
February,572075,1
February,572076,2
February,572077,2
February,572280,1
February,572281,5
February,572282,7
February,572283,13
February,572284,4
February,572285,10
February,572287,1
February,572288,3
February,572289,4
February,572290,5
February,572291,3
February,572292,1
February,572293,6
February,572294,10
February,572295,1
February,572296,1
February,572297,4
February,572320,1
February,572322,15
February,572323,6
February,572324,8
February,572326,8
February,572327,14
February,572349,2
February,572352,2
February,572363,1
February,572365,1
February,572366,1
February,572367,1
February,572368,21
February,572511,1
February,572512,1
February,572513,1
February,572515,2
February,572516,16
February,572517,40
February,572518,7
February,572519,19
February,572520,69
February,572521,34
February,572522,1
February,572523,1
February,572526,27
February,572529,1
February,572532,1
February,572533,2
February,572542,3
February,572543,2
February,572547,21
February,572548,10
February,572549,1
February,572550,19
February,572551,1
February,572553,11
February,572578,13
February,572579,20
February,572580,5
February,572911,1
February,572912,3
February,572913,1
February,573030,77
February,573031,30
February,573033,14
February,573034,2
February,573035,2
February,573036,2
February,573037,3
February,573038,3
February,573039,1
February,573324,1
February,573325,8
February,573326,6
February,573327,6
February,573328,14
February,573329,13
February,573330,5
February,573331,16
February,573332,2
February,573333,8
February,573335,11
February,573336,10
February,573337,6
February,573338,37
February,573339,5
February,573340,27
February,573341,4
February,573342,10
February,573343,12
February,573344,7
February,573346,5
February,573347,1
February,573348,12
February,573494,3
February,573495,2
February,573498,2
February,573499,1
February,573503,1
February,573556,1
February,573557,13
February,573558,4
February,573559,26
February,573560,19
February,573561,23
February,573562,18
February,573563,22
February,573564,23
February,573565,9
February,573566,10
February,573567,6
February,573569,1
February,573573,2
February,573578,2
February,573579,11
February,573580,31
February,573581,35
February,573582,4
February,573584,1
February,573585,3
February,573610,3
February,573611,7
February,573612,1
February,573613,6
February,573614,1
February,573615,6
February,573616,5
February,573617,1
February,573707,2
February,573708,32
February,573741,11
February,573742,21
February,573743,15
February,573744,8
February,573745,11
February,573746,13
February,573747,13
February,573748,33
February,573749,16
February,573750,8
February,573792,2
February,573793,2
February,573794,1
February,573795,2
February,573829,5
February,573830,4
February,573831,4
February,573832,4
February,573836,4
February,573837,4
February,574095,2
February,574096,5
February,574097,6
February,574098,18
February,574099,12
February,574100,14
February,574101,2
February,574102,11
February,574103,7
February,574104,3
February,574105,30
February,574106,56
February,574107,4
February,574108,5
February,574109,6
February,574110,4
February,574111,2
February,574112,4
February,574113,7
February,574114,4
February,574115,6
February,574116,4
February,574117,7
February,574118,5
February,574310,10
February,574311,12
February,574312,5
February,574313,8
February,574314,2
February,574315,8
February,574549,1
February,574550,4
February,574551,1
February,574552,3
February,574553,9
February,574554,3
February,574555,6
February,574742,16
February,574743,36
February,574744,25
February,574745,33
February,574746,25
February,574751,1
February,574752,1
February,574755,10
February,574756,4
February,574757,4
February,574758,7
February,574759,10
February,574760,3
February,574761,5
February,574762,18
February,574763,3
February,574764,3
February,574765,7
February,574766,3
February,574864,12
February,575052,1
February,575053,4
February,575054,3
February,575055,1
February,575056,2
February,575058,5
February,575072,2
February,575073,5
February,575085,2
February,575086,2
February,575088,3
February,575090,2
February,575091,4
February,575093,2
February,575094,3
February,575096,5
February,575097,5
February,575098,1
February,575099,1
February,575100,1
February,575101,6
February,575102,3
February,575103,14
February,575104,1
February,575105,5
February,575106,5
February,575848,1
February,575850,2
February,575851,4
February,575852,5
February,575853,1
February,575855,11
February,575860,4
February,575861,3
February,575862,1
February,575863,2
February,575864,3
February,575865,1
February,575866,2
February,575867,1
February,575868,1
February,575873,3
February,575874,1
February,575875,4
February,575876,7
February,575877,3
February,576396,1
February,576401,2
February,576524,1
July,504963,5
July,506150,122
July,506152,28
July,506153,46
July,506154,61
July,506172,162
July,506173,193
July,506280,337
July,506527,84
July,508804,12
July,508806,5
July,508808,6
July,508809,8
July,508810,2
July,508811,14
July,508812,10
July,508813,40
July,508824,20
July,508825,52
July,508836,21
July,508839,7
July,508840,13
July,508848,6
July,510292,16
July,517693,25
July,518228,30
July,518243,11
July,518445,30
July,518536,2
July,518538,95
July,521426,1
July,522192,30
July,522342,21
July,522628,12
July,523309,1
July,524361,26
July,526208,45
July,526307,17
July,526308,35
July,526309,7
July,526310,12
July,526584,132
July,526586,50
July,527097,17
July,527494,1
July,527495,28
July,527497,7
July,528193,21
July,528194,11
July,528201,4
July,528202,10
July,528814,23
July,528815,63
July,529488,3
July,529497,24
July,530297,111
July,530298,107
July,530299,131
July,530302,129
July,530343,81
July,530344,60
July,530345,19
July,531179,52
July,531219,30
July,531221,4
July,531222,6
July,531224,32
July,531991,9
July,531992,1
July,532008,162
July,532009,55
July,532319,6
July,532555,7
July,533051,12
July,533060,3
July,533287,14
July,533289,5
July,533290,9
July,533360,20
July,533361,20
July,533401,32
July,533402,69
July,533407,18
July,533408,13
July,533683,35
July,533685,25
July,533770,109
July,533771,80
July,533991,31
July,534103,4
July,534104,14
July,535310,46
July,535858,59
July,535993,52
July,537439,5
July,538344,20
July,538603,2
July,538746,60
July,538968,1
July,539742,17
July,540362,25
July,540363,34
July,540364,21
July,540365,7
July,541547,15
July,541548,13
July,541958,145
July,542954,7
July,543522,10
July,544024,24
July,544922,49
July,544923,24
July,544924,40
July,545187,65
July,545188,43
July,545189,45
July,545190,9
July,545191,25
July,545192,22
July,545194,25
July,545229,12
July,545230,60
July,545231,28
July,545482,5
July,545483,3
July,545784,73
July,545813,9
July,545814,11
July,545831,15
July,546818,35
July,546918,7
July,547494,39
July,547495,18
July,547496,16
July,547497,16
July,547675,12
July,548243,10
July,548919,704
July,549381,48
July,549382,29
July,550680,9
July,550892,21
July,550893,1
July,551008,27
July,551009,36
July,551010,10
July,552236,192
July,552237,7
July,552621,2
July,553091,1
July,553092,81
July,553093,21
July,553094,36
July,553819,1
July,553830,1
July,553836,1
July,553853,29
July,553857,50
July,553858,64
July,554276,15
July,554289,25
July,554290,40
July,554439,8
July,554864,9
July,555341,12
July,555345,28
July,555347,28
July,555348,28
July,555350,25
July,555351,14
July,555901,6
July,555902,8
July,555903,28
July,555904,35
July,555905,2
July,555909,32
July,555911,20
July,555912,8
July,555916,12
July,555945,190
July,556432,1
July,556563,26
July,556564,32
July,557155,88
July,557156,39
July,557157,27
July,557159,49
July,557160,15
July,557162,8
July,557163,5
July,557438,132
July,557468,1
July,558649,27
July,558818,7
July,561863,2
July,561866,1
July,561867,1
July,562018,12
July,562019,2
July,562021,13
July,562022,3
July,562027,5
July,562028,21
July,562030,7
July,562033,1
July,562034,22
July,562035,3
July,562036,16
July,562040,15
July,562041,4
July,562255,1
July,562256,1
July,562394,17
July,562395,7
July,562396,25
July,562400,1
July,562401,2
July,562407,7
July,562408,9
July,562409,20
July,562790,13
July,562946,43
July,562983,2
July,562989,1
July,562990,4
July,563013,48
July,563634,13
July,563824,110
July,563935,4
July,563936,95
July,563937,1
July,564051,4
July,564052,3
July,564253,3
July,564257,150
July,564586,1
July,564587,1
July,564589,1
July,564877,2
July,564878,2
July,564881,18
July,564901,10
July,565729,1
July,565732,2
July,566767,68
July,567016,1
July,567101,1
July,567370,18
July,567371,18
July,567372,4
July,567373,37
July,567374,30
July,567389,53
July,567391,8
July,567392,4
July,567393,12
July,567394,3
July,567395,4
July,567468,7
July,567469,12
July,567470,16
July,567471,11
July,567473,24
July,567474,20
July,567840,3
July,568392,4
July,568417,13
July,568422,10
July,568953,14
July,568954,6
July,568957,6
July,568959,8
July,568960,47
July,568961,5
July,568965,1
July,568967,39
July,568968,3
July,568969,1
July,568971,27
July,568972,14
July,568974,64
July,568975,74
July,568976,291
July,569112,1
July,569113,9
July,569114,3
July,569115,11
July,569116,1
July,569117,22
July,569118,4
July,569124,13
July,569192,6
July,569193,57
July,569194,30
July,569211,26
July,569802,28
July,569803,55
July,570291,7
July,570292,69
July,570293,3
July,570294,1
July,570297,3
July,570598,6
July,570599,24
July,570600,12
July,570726,1
July,570727,1
July,570728,1
July,570729,1
July,570731,2
July,570732,2
July,570734,3
July,570735,3
July,570927,187
July,570928,160
July,570929,124
July,570932,8
July,570933,3
July,570934,3
July,570935,13
July,570936,1
July,570937,4
July,570938,3
July,570939,37
July,570940,69
July,570941,84
July,570942,136
July,570943,94
July,570944,24
July,570959,83
July,570961,438
July,570963,128
July,570965,27
July,570966,158
July,570967,98
July,570969,195
July,570970,89
July,570971,158
July,570972,112
July,570973,148
July,570974,52
July,570975,157
July,570976,64
July,570977,75
July,570978,147
July,570997,8
July,570998,7
July,570999,6
July,571002,5
July,571003,1
July,571004,1
July,571005,3
July,571006,3
July,571008,9
July,571018,34
July,571021,13
July,571030,25
July,571031,4
July,571032,10
July,571033,5
July,571034,14
July,571035,4
July,571036,4
July,571131,161
July,571132,23
July,571133,31
July,571134,23
July,571135,26
July,571136,40
July,571137,27
July,571138,147
July,571139,28
July,571140,15
July,571141,72
July,571156,1
July,571223,112
July,571224,6
July,571225,118
July,571226,3
July,571227,68
July,571229,38
July,571230,18
July,571231,64
July,571232,1
July,571234,31
July,571235,92
July,571238,26
July,571241,4
July,571242,3
July,571243,6
July,571245,28
July,571246,3
July,571247,38
July,571248,67
July,571249,52
July,571250,2
July,571251,2
July,571252,3
July,571253,37
July,571254,1
July,571255,3
July,571257,4
July,571259,64
July,571260,11
July,571261,3
July,571262,1
July,571263,1
July,571265,24
July,571268,7
July,571269,15
July,571270,30
July,571271,9
July,571272,11
July,571273,21
July,571277,2
July,571278,2
July,571279,1
July,571378,26
July,571379,86
July,571424,122
July,571425,43
July,571426,47
July,571427,23
July,571428,11
July,571429,3
July,571439,13
July,571440,50
July,571582,4
July,571583,2
July,571584,2
July,571585,4
July,571586,1
July,571588,5
July,571589,1
July,571599,1
July,571927,10
July,571931,7
July,571932,24
July,571933,36
July,571935,1
July,571939,26
July,571941,15
July,571942,2
July,571945,16
July,571947,24
July,571949,11
July,572025,19
July,572034,24
July,572044,1
July,572048,9
July,572053,23
July,572055,18
July,572056,34
July,572057,5
July,572058,5
July,572059,2
July,572061,12
July,572063,20
July,572065,1
July,572075,6
July,572076,1
July,572077,3
July,572078,1
July,572280,4
July,572282,31
July,572283,7
July,572284,2
July,572285,8
July,572286,2
July,572287,2
July,572288,6
July,572289,4
July,572290,2
July,572291,1
July,572292,1
July,572293,2
July,572294,5
July,572296,5
July,572298,1
July,572322,4
July,572323,6
July,572324,3
July,572325,5
July,572326,3
July,572327,13
July,572368,3
July,572516,17
July,572517,27
July,572518,8
July,572519,26
July,572520,56
July,572521,20
July,572526,20
July,572543,3
July,572546,1
July,572547,39
July,572548,20
July,572550,32
July,572553,6
July,572578,23
July,572579,20
July,572580,4
July,573030,6
July,573031,8
July,573032,3
July,573033,20
July,573034,1
July,573036,1
July,573037,2
July,573038,2
July,573039,3
July,573324,1
July,573325,1
July,573326,1
July,573327,2
July,573328,2
July,573329,16
July,573330,5
July,573331,20
July,573332,2
July,573333,6
July,573335,9
July,573336,5
July,573337,3
July,573338,26
July,573339,2
July,573340,32
July,573341,2
July,573342,10
July,573343,10
July,573344,5
July,573345,3
July,573346,4
July,573347,3
July,573348,15
July,573498,1
July,573502,1
July,573503,3
July,573509,1
July,573511,1
July,573556,4
July,573557,2
July,573558,1
July,573559,46
July,573560,6
July,573561,16
July,573562,2
July,573563,6
July,573564,23
July,573565,12
July,573566,5
July,573567,2
July,573574,2
July,573578,6
July,573579,9
July,573580,22
July,573581,14
July,573582,4
July,573583,4
July,573584,10
July,573585,1
July,573610,1
July,573611,8
July,573612,1
July,573613,4
July,573614,5
July,573615,7
July,573616,5
July,573617,6
July,573705,3
July,573707,1
July,573708,5
July,573709,1
July,573741,4
July,573742,4
July,573743,2
July,573744,52
July,573745,5
July,573746,4
July,573747,7
July,573748,64
July,573749,46
July,573750,4
July,573792,2
July,573793,3
July,573798,1
July,573830,1
July,573831,1
July,573832,1
July,573833,2
July,573836,4
July,573837,2
July,574095,4
July,574096,8
July,574097,5
July,574098,22
July,574099,20
July,574100,12
July,574102,7
July,574103,12
July,574104,2
July,574105,27
July,574106,29
July,574107,1
July,574108,4
July,574109,3
July,574111,4
July,574112,3
July,574113,7
July,574114,2
July,574115,14
July,574116,2
July,574117,2
July,574118,2
July,574312,1
July,574313,1
July,574314,6
July,574315,5
July,574549,1
July,574550,12
July,574552,7
July,574553,18
July,574554,13
July,574555,14
July,574742,38
July,574743,38
July,574744,63
July,574745,84
July,574746,44
July,574752,1
July,574753,2
July,574755,9
July,574757,9
July,574758,8
July,574759,3
July,574760,5
July,574761,2
July,574762,15
July,574763,4
July,574764,29
July,574765,3
July,574766,9
July,574864,19
July,575052,5
July,575053,7
July,575054,3
July,575055,6
July,575056,3
July,575057,1
July,575058,3
July,575061,8
July,575065,3
July,575069,1
July,575070,1
July,575072,7
July,575073,3
July,575074,2
July,575075,3
July,575076,23
July,575084,6
July,575085,4
July,575086,11
July,575087,2
July,575088,6
July,575090,1
July,575091,5
July,575092,3
July,575093,6
July,575094,2
July,575095,3
July,575096,3
July,575097,3
July,575098,2
July,575099,3
July,575100,5
July,575101,4
July,575102,1
July,575103,12
July,575104,4
July,575105,3
July,575106,6
July,575848,5
July,575850,6
July,575851,6
July,575852,4
July,575853,4
July,575854,5
July,575855,18
July,575858,2
July,575860,10
July,575861,5
July,575862,1
July,575863,8
July,575864,4
July,575865,1
July,575866,5
July,575868,8
July,575869,1
July,575871,4
July,575873,5
July,575874,3
July,575875,4
July,575876,10
July,575877,5
July,576393,3
July,576394,4
July,576395,1
July,576396,1
July,576397,2
July,576400,2
July,576401,5
July,576402,3
July,576514,21
July,576515,2
July,576516,7
July,576517,2
July,576518,22
July,576519,6
July,576520,11
July,576523,19
July,576524,8
July,576525,6
July,576526,7
July,576852,6
July,576854,5
July,576855,10
July,576856,4
July,576857,9
July,576858,2
July,576860,1
July,576861,16
July,576862,20
July,576863,9
July,576864,10
July,576865,7
July,576866,16
July,576867,18
July,576868,15
July,576869,30
July,576870,1
July,576871,11
July,576872,32
July,576873,6
July,576874,2
July,576876,16
July,576877,16
July,576879,2
July,576880,16
July,576881,2
July,576882,14
July,576883,22
July,576886,15
July,576887,15
July,576888,8
July,576889,9
July,576890,19
July,576891,2
July,576892,17
July,576893,8
July,576894,17
July,576895,1
July,576896,7
July,576897,32
July,576898,10
July,576899,20
July,576919,5
July,576920,1
July,576939,3
July,576940,3
July,576941,4
July,576942,4
July,576943,5
July,576944,1
July,576946,1
July,576948,6
July,576985,6
July,576986,6
July,577169,7
June,504896,2
June,506150,148
June,506151,1
June,506152,34
June,506153,73
June,506154,53
June,506172,112
June,506173,116
June,506280,371
June,506527,107
June,508804,11
June,508806,10
June,508808,2
June,508809,2
June,508810,2
June,508811,17
June,508812,8
June,508813,18
June,508824,22
June,508825,43
June,508836,30
June,508839,12
June,508840,13
June,508848,11
June,510292,10
June,517693,42
June,518228,27
June,518243,9
June,518445,33
June,518536,9
June,518538,21
June,521426,2
June,522192,19
June,522342,28
June,522628,8
June,523309,7
June,524361,34
June,526208,40
June,526307,18
June,526308,37
June,526309,9
June,526310,11
June,526584,146
June,526586,53
June,527097,22
June,527495,36
June,527497,18
June,528193,16
June,528194,13
June,528201,10
June,528202,10
June,528814,16
June,528815,30
June,529488,11
June,529497,51
June,530297,121
June,530298,116
June,530299,127
June,530302,127
June,530343,66
June,530344,68
June,530345,17
June,531179,50
June,531219,34
June,531221,7
June,531222,12
June,531224,29
June,531991,7
June,532008,187
June,532009,66
June,532319,5
June,532555,8
June,533051,14
June,533052,2
June,533060,4
June,533287,16
June,533289,13
June,533290,8
June,533360,11
June,533361,27
June,533401,43
June,533402,45
June,533407,16
June,533408,19
June,533683,32
June,533685,19
June,533770,121
June,533771,78
June,533935,1
June,533991,4
June,534103,1
June,534104,11
June,534276,1
June,535310,30
June,535858,59
June,535993,42
June,537439,7
June,537684,1
June,538344,25
June,538603,8
June,538746,61
June,539742,7
June,540362,35
June,540363,38
June,540364,30
June,540365,20
June,541547,12
June,541548,10
June,541958,180
June,542954,8
June,543522,1
June,544024,34
June,544922,34
June,544923,26
June,544924,31
June,545187,59
June,545188,40
June,545189,51
June,545190,28
June,545191,46
June,545192,44
June,545194,64
June,545229,6
June,545230,75
June,545231,36
June,545482,16
June,545483,4
June,545784,83
June,545813,14
June,545814,23
June,545831,23
June,546818,47
June,546918,6
June,547494,49
June,547495,17
June,547496,23
June,547497,21
June,547675,10
June,548243,15
June,548919,691
June,549376,1
June,549381,72
June,549382,36
June,550680,7
June,550892,30
June,550893,3
June,551008,32
June,551009,35
June,551010,10
June,551802,1
June,552236,198
June,552237,7
June,552621,1
June,552628,1
June,553091,5
June,553092,56
June,553093,22
June,553094,39
June,553544,2
June,553836,1
June,553853,17
June,553857,48
June,553858,64
June,554118,1
June,554275,1
June,554276,29
June,554289,41
June,554290,51
June,554425,1
June,554439,3
June,554864,5
June,555341,17
June,555345,36
June,555347,19
June,555348,25
June,555350,21
June,555351,16
June,555358,1
June,555901,10
June,555902,21
June,555903,36
June,555904,41
June,555905,3
June,555909,45
June,555911,12
June,555912,8
June,555916,6
June,555945,83
June,555948,1
June,556435,3
June,556436,1
June,556563,37
June,556564,30
June,557155,60
June,557156,24
June,557157,27
June,557159,34
June,557160,12
June,557162,19
June,557163,6
June,557438,148
June,558649,32
June,558672,1
June,558679,1
June,558815,1
June,558818,13
June,561865,1
June,561866,1
June,562018,26
June,562019,3
June,562021,10
June,562022,4
June,562027,3
June,562028,15
June,562030,14
June,562033,5
June,562034,17
June,562035,5
June,562036,20
June,562040,17
June,562041,12
June,562046,3
June,562394,23
June,562395,8
June,562396,29
June,562400,1
June,562401,4
June,562407,10
June,562408,6
June,562409,15
June,562790,12
June,562791,3
June,562946,52
June,562979,5
June,562981,1
June,562983,4
June,562989,4
June,562990,5
June,563013,57
June,563634,21
June,563824,115
June,563935,8
June,563936,58
June,563937,2
June,564051,10
June,564052,3
June,564253,3
June,564257,54
June,564584,2
June,564585,1
June,564587,1
June,564877,4
June,564878,1
June,564881,14
June,564901,11
June,565729,2
June,565732,1
June,566767,71
June,567016,2
June,567113,5
June,567370,19
June,567371,31
June,567373,56
June,567374,39
June,567389,45
June,567391,4
June,567392,5
June,567393,10
June,567394,6
June,567395,10
June,567468,9
June,567469,7
June,567470,2
June,567471,23
June,567473,26
June,567474,9
June,567840,6
June,568392,10
June,568417,8
June,568422,14
June,568949,1
June,568953,22
June,568954,15
June,568957,2
June,568959,11
June,568960,41
June,568967,31
June,568971,18
June,568972,17
June,568974,9
June,568975,50
June,568976,175
June,569112,1
June,569113,12
June,569114,2
June,569115,23
June,569116,15
June,569117,27
June,569118,4
June,569124,43
June,569192,10
June,569193,52
June,569194,35
June,569211,20
June,569802,6
June,569803,57
June,569804,1
June,570291,9
June,570292,63
June,570293,2
June,570294,1
June,570297,9
June,570598,5
June,570599,27
June,570600,13
June,570726,1
June,570727,3
June,570728,2
June,570729,2
June,570730,1
June,570732,3
June,570734,1
June,570735,4
June,570738,1
June,570927,219
June,570928,155
June,570929,136
June,570932,17
June,570933,2
June,570934,8
June,570935,46
June,570936,5
June,570937,2
June,570938,6
June,570939,31
June,570940,26
June,570941,80
June,570942,128
June,570943,40
June,570944,17
June,570959,81
June,570961,489
June,570963,123
June,570965,40
June,570966,142
June,570967,103
June,570969,252
June,570970,86
June,570971,131
June,570972,142
June,570973,186
June,570974,2
June,570975,131
June,570976,64
June,570977,67
June,570978,129
June,570997,3
June,570998,6
June,570999,9
June,571002,6
June,571003,2
June,571004,2
June,571005,1
June,571006,4
June,571008,11
June,571018,42
June,571021,12
June,571026,1
June,571030,24
June,571031,9
June,571032,8
June,571033,2
June,571034,10
June,571035,15
June,571036,1
June,571131,200
June,571132,16
June,571133,41
June,571134,24
June,571135,42
June,571136,15
June,571137,14
June,571138,177
June,571139,15
June,571140,18
June,571141,21
June,571156,1
June,571158,1
June,571223,172
June,571224,6
June,571225,150
June,571226,5
June,571227,148
June,571228,4
June,571229,35
June,571230,32
June,571231,89
June,571232,1
June,571233,1
June,571234,53
June,571235,160
June,571238,39
June,571239,2
June,571240,1
June,571241,8
June,571242,2
June,571243,12
June,571245,44
June,571246,5
June,571247,82
June,571248,64
June,571249,59
June,571250,4
June,571251,4
June,571252,5
June,571253,57
June,571254,5
June,571255,4
June,571257,5
June,571258,2
June,571259,59
June,571260,17
June,571261,16
June,571262,4
June,571263,7
June,571264,4
June,571265,44
June,571268,8
June,571269,19
June,571270,32
June,571271,4
June,571272,16
June,571273,24
June,571277,4
June,571278,4
June,571378,33
June,571379,78
June,571424,139
June,571425,27
June,571426,30
June,571427,33
June,571428,7
June,571429,8
June,571439,22
June,571440,51
June,571583,1
June,571584,2
June,571585,2
June,571588,1
June,571589,2
June,571594,3
June,571596,1
June,571598,1
June,571599,3
June,571927,2
June,571931,21
June,571932,23
June,571933,36
June,571935,4
June,571939,16
June,571941,10
June,571942,6
June,571945,11
June,571947,18
June,571949,25
June,572023,1
June,572025,24
June,572034,28
June,572042,1
June,572044,3
June,572048,32
June,572053,25
June,572055,24
June,572056,24
June,572057,11
June,572058,8
June,572059,4
June,572061,27
June,572063,31
June,572065,1
June,572076,2
June,572077,3
June,572078,1
June,572280,3
June,572281,2
June,572282,17
June,572283,11
June,572284,2
June,572285,4
June,572286,2
June,572288,1
June,572289,1
June,572291,5
June,572292,2
June,572293,3
June,572294,2
June,572295,1
June,572296,1
June,572298,1
June,572322,11
June,572323,8
June,572324,4
June,572326,7
June,572327,24
June,572368,1
June,572516,22
June,572517,39
June,572518,13
June,572519,24
June,572520,70
June,572521,34
June,572526,35
June,572542,3
June,572543,2
June,572546,1
June,572547,34
June,572548,21
June,572550,36
June,572551,1
June,572553,17
June,572578,18
June,572579,23
June,572580,12
June,573030,1
June,573031,21
June,573032,3
June,573033,11
June,573034,3
June,573035,2
June,573036,2
June,573037,2
June,573038,1
June,573039,2
June,573324,2
June,573325,3
June,573326,3
June,573327,4
June,573328,4
June,573329,7
June,573330,2
June,573331,18
June,573332,1
June,573333,1
June,573334,1
June,573335,15
June,573336,3
June,573337,1
June,573338,23
June,573339,2
June,573340,31
June,573341,1
June,573342,13
June,573343,19
June,573344,8
June,573345,3
June,573346,2
June,573347,5
June,573348,14
June,573496,1
June,573502,1
June,573503,2
June,573556,3
June,573557,13
June,573558,2
June,573559,36
June,573560,13
June,573561,29
June,573562,6
June,573563,12
June,573564,26
June,573565,16
June,573566,8
June,573567,2
June,573569,1
June,573570,1
June,573573,1
June,573574,3
June,573578,7
June,573579,9
June,573580,25
June,573581,25
June,573582,2
June,573584,1
June,573611,13
June,573612,4
June,573613,6
June,573614,6
June,573615,4
June,573616,4
June,573617,3
June,573708,19
June,573709,2
June,573741,13
June,573742,14
June,573743,14
June,573744,20
June,573745,7
June,573746,18
June,573747,15
June,573748,61
June,573749,35
June,573750,15
June,573792,3
June,573793,5
June,573794,4
June,573795,3
June,573797,2
June,573829,3
June,573830,9
June,573831,2
June,573832,3
June,573833,2
June,573835,1
June,573836,4
June,573837,1
June,573840,2
June,574095,9
June,574096,5
June,574097,15
June,574098,38
June,574099,23
June,574100,18
June,574101,7
June,574102,20
June,574103,13
June,574104,3
June,574105,40
June,574106,51
June,574107,3
June,574108,7
June,574109,9
June,574110,3
June,574111,7
June,574112,7
June,574113,12
June,574114,8
June,574115,17
June,574116,3
June,574117,9
June,574118,6
June,574310,6
June,574311,9
June,574312,3
June,574313,5
June,574314,2
June,574315,8
June,574549,7
June,574550,8
June,574551,3
June,574552,1
June,574553,21
June,574554,10
June,574555,24
June,574742,39
June,574743,79
June,574744,56
June,574745,84
June,574746,52
June,574750,1
June,574752,1
June,574753,2
June,574754,1
June,574755,17
June,574756,5
June,574757,11
June,574758,3
June,574759,2
June,574760,8
June,574761,7
June,574762,15
June,574763,5
June,574764,32
June,574765,2
June,574766,3
June,574864,20
June,575052,8
June,575053,5
June,575054,2
June,575055,2
June,575056,4
June,575057,2
June,575058,8
June,575061,1
June,575065,6
June,575066,1
June,575067,1
June,575068,1
June,575069,1
June,575070,2
June,575071,5
June,575072,4
June,575073,8
June,575074,2
June,575075,4
June,575076,12
June,575084,7
June,575085,1
June,575086,11
June,575087,1
June,575088,1
June,575090,3
June,575091,4
June,575092,3
June,575093,4
June,575094,2
June,575095,3
June,575096,2
June,575097,2
June,575098,2
June,575099,4
June,575100,3
June,575101,3
June,575102,2
June,575103,17
June,575104,2
June,575105,10
June,575106,6
June,575848,5
June,575850,3
June,575851,2
June,575852,3
June,575853,3
June,575854,2
June,575855,8
June,575860,4
June,575861,5
June,575863,3
June,575866,5
June,575867,3
June,575868,10
June,575869,2
June,575871,3
June,575872,4
June,575873,2
June,575874,5
June,575875,8
June,575876,11
June,575877,2
June,575878,2
June,576393,3
June,576394,3
June,576395,2
June,576396,2
June,576397,1
June,576400,1
June,576401,11
June,576402,1
June,576514,14
June,576515,1
June,576516,5
June,576517,3
June,576518,24
June,576519,6
June,576520,14
June,576523,8
June,576524,8
June,576525,4
June,576526,10
June,576742,1
June,576748,1
June,576749,2
June,576750,2
June,576852,6
June,576855,7
June,576858,3
June,576859,1
June,576860,1
June,576861,13
June,576862,15
June,576863,6
June,576864,13
June,576865,8
June,576866,4
June,576867,20
June,576868,2
June,576869,13
June,576870,1
June,576871,17
June,576872,18
June,576873,5
June,576874,1
June,576875,2
June,576876,12
June,576877,11
June,576878,2
June,576879,2
June,576880,12
June,576881,1
June,576882,17
June,576883,13
June,576884,2
June,576885,1
June,576886,7
June,576887,8
June,576888,7
June,576889,9
June,576890,15
June,576891,3
June,576892,28
June,576893,10
June,576894,12
June,576895,1
June,576896,7
June,576897,34
June,576898,6
June,576899,21
June,576919,1
June,576939,1
June,576943,2
June,576948,1
June,576986,2
June,577169,1
March,504896,2
March,504963,2
March,506150,105
March,506151,1
March,506152,31
March,506153,65
March,506154,56
March,506172,66
March,506173,160
March,506280,324
March,506527,59
March,508804,6
March,508806,21
March,508808,15
March,508809,17
March,508810,24
March,508811,14
March,508812,14
March,508813,20
March,508824,30
March,508825,43
March,508836,23
March,508839,14
March,508840,14
March,508848,13
March,510292,15
March,517693,30
March,518226,1
March,518228,18
March,518243,19
March,518445,41
March,518536,7
March,518538,10
March,521426,1
March,522192,18
March,522342,20
March,522628,11
March,523309,21
March,524361,34
March,525573,2
March,525574,1
March,526208,31
March,526307,24
March,526308,39
March,526309,14
March,526310,19
March,526584,108
March,526586,69
March,527097,15
March,527106,5
March,527495,34
March,527497,27
March,528193,26
March,528194,15
March,528201,12
March,528202,16
March,528814,23
March,528815,33
March,529488,7
March,529497,44
March,529599,1
March,530297,85
March,530298,81
March,530299,114
March,530302,158
March,530343,41
March,530344,39
