SKU_Code,Product_Name,Brand,Category,Train_Days,Test_Days,Actual_Total,Forecast_Total,MAE,MAPE,Accuracy,Volume_Error_%,Volume_Accuracy_%,Bias,Bias_%
574764,LAKME GLITTER LIPGLAZE 501BERRYSPRKLR5ML,Lakme,MAKEUP,127,25,59.0,55.77901743311257,1.1494672819412115,2557.895089483405,0.0,5.45929248624988,94.54070751375012,-3.220982566887429,-5.45929248624988
549382,LAKME LIP LOVE CHAPSTICK STRAWBERRY 4.5G,Lakme,SKIN,164,19,46.0,48.66444611784569,1.2266110868363451,5534.838312515076,0.0,5.792274169229765,94.20772583077023,2.664446117845692,5.792274169229765
571131,LBP ARGAN OIL SHAMPOO 400ML,LBP,HAIR CARE,229,30,154.0,144.88587680235264,2.1091905988434068,65.1215206504443,34.878479349555704,5.918261816654129,94.08173818334588,-9.11412319764736,-5.918261816654129
531219,LAK PF RADIANCE NIGHT CRM 50G,Lakme,SKIN,162,24,46.0,48.91036595869837,0.9852642046200234,3422.979677978613,0.0,6.3268825189095015,93.6731174810905,2.910365958698371,6.3268825189095015
571223,LAKME TRUEWEAR COLOR CRUSH 10,Lakme,MAKEUP,223,29,132.0,123.01064754939516,1.952831748778492,1559.912011884676,0.0,6.810115492882455,93.18988450711754,-8.98935245060484,-6.810115492882455
530298,LAK ABS DRY COMP 03 GOLDN MED,Lakme,MAKEUP,216,30,124.0,115.51038994050464,1.4737486621106202,52.04241863139056,47.95758136860944,6.846459725399486,93.15354027460052,-8.489610059495362,-6.846459725399486
545187,LAKME 9TO5 P+M COMPACT IVORY CREAM9G,Lakme,MAKEUP,182,23,51.0,54.50551059769332,1.2796268887075963,4335.6170428491405,0.0,6.873550191555536,93.12644980844446,3.5055105976933234,6.873550191555536
506280,LAK NE REMOVER,Lakme,MAKEUP,232,30,353.0,328.57129756898405,2.832148515973416,35.760411664125705,64.23958833587429,6.920312303403951,93.07968769659605,-24.42870243101595,-6.920312303403951
571424,LAKME SOLUTION MASK BRIGHTENING 25ML,Lakme,SKIN,213,29,148.0,158.28009424315675,2.131750728630122,1249.789373534228,0.0,6.946009623754564,93.05399037624544,10.280094243156753,6.946009623754564
573748,LAKME ULTIMATEGLAMCHROMENAIL PINK6ML,Lakme,MAKEUP,185,28,88.0,94.18139686508952,1.4559116192424917,1740.4136694927668,0.0,7.024314619419915,92.97568538058009,6.181396865089525,7.024314619419915
533402,LAK ABS WI W&D COMP ROSEFAIR02,Lakme,MAKEUP,197,28,78.0,72.35964874980587,1.16222793222313,1403.3705474946114,0.0,7.231219551530935,92.76878044846906,-5.640351250194129,-7.231219551530935
545230,LAKME CC HONEY 30G,Lakme,SKIN,207,24,76.0,81.7586968395715,1.8097012722349288,5621.751378011884,0.0,7.577232683646709,92.42276731635329,5.758696839571499,7.577232683646709
573559,LAKME FACELIFT FND STICKNEUTRALALMOND,Lakme,MAKEUP,166,27,63.0,58.084867238132645,1.202115958701189,1974.0523355834196,0.0,7.801798034710088,92.19820196528991,-4.915132761867355,-7.801798034710088
506152,LAK 9TO5 FLAWLESS MATTE APRICT,Lakme,MAKEUP,148,23,47.0,50.67068895258269,1.2016966727398497,3574.584460977956,0.0,7.809976494856779,92.19002350514322,3.6706889525826867,7.809976494856779
562946,LAKME LUMI SKIN CREAM 30G,Lakme,SKIN,176,22,47.0,50.7416361455388,1.1674929830858725,4515.314698595965,0.0,7.960927969231486,92.03907203076851,3.7416361455387985,7.960927969231486
552236,LAKME ABS UNDERCOVER GEL PRIMER30ML,Lakme,MAKEUP,229,30,227.0,208.36588903082455,2.1221006251095114,43.77681745282969,56.22318254717031,8.208859457786541,91.79114054221345,-18.634110969175453,-8.208859457786541
571235,LAKME TRUEWEAR COLOR CRUSH 202,Lakme,MAKEUP,222,29,140.0,128.18473558630586,2.0390617212669904,1024.8748846841274,0.0,8.439474581210098,91.56052541878991,-11.815264413694138,-8.439474581210098
570973,SIMPLE VIT C FACE WASH 150ML,Simple,SKIN,229,30,170.0,155.48784994434504,2.401775748818008,50.85395499518819,49.14604500481181,8.536558856267622,91.46344114373238,-14.512150055654956,-8.536558856267622
554289,LAKME 9TO5 P+M FDN N220 NEUTRALMED25ML,Lakme,MAKEUP,172,25,50.0,54.39774731367185,1.0853634390562827,2802.575586063295,0.0,8.7954946273437,91.2045053726563,4.39774731367185,8.7954946273437
567473,PEARS PURE & GENTLE BODY WASH 750 ML,PEARS,PW,151,23,39.0,42.505666139943415,0.8485208953708196,3254.1857227146716,0.0,8.988887538316447,91.01111246168355,3.505666139943415,8.988887538316447
571234,LAKME TRUEWEAR COLOR CRUSH 20,Lakme,MAKEUP,145,21,38.0,41.47365645873859,0.9802694072993472,4148.058414027083,0.0,9.141201207206812,90.85879879279318,3.4736564587385885,9.141201207206812
570966,SIMPLE SERUM NIACINAMIDE 30 ML,Simple,SKIN,225,30,118.0,129.11006667256623,1.849989422197167,79.50824018774664,20.491759812253363,9.415310739462909,90.58468926053709,11.110066672566234,9.415310739462909
570961,SIMPLE KIND TO SKN REFRESH FAC WSH 150ML,Simple,SKIN,232,30,348.0,380.7989809017559,3.3937335529552186,41.87996908640349,58.12003091359651,9.424994511998822,90.57500548800118,32.7989809017559,9.424994511998822
570942,LBP ONION SHAMPOO 200ML,LBP,HAIR CARE,227,28,119.0,107.74416783268887,1.589094512793323,1976.393307224561,0.0,9.458682493538761,90.54131750646124,-11.255832167311127,-9.458682493538761
506172,LAK INSTA LINER BLACK,Lakme,MAKEUP,214,29,86.0,77.7521947288538,1.3676322126260176,1000.7504147036316,0.0,9.590471245518843,90.40952875448116,-8.247805271146206,-9.590471245518843
570969,SIMPLE SKIN HYDRATING LIGHT MOISZ 125ML,Simple,SKIN,232,30,213.0,234.01074894394156,2.5754130018775845,71.8356849450302,28.164315054969805,9.86420138213219,90.1357986178678,21.010748943941564,9.86420138213219
571225,LAKME TRUEWEAR COLOR CRUSH 103,Lakme,MAKEUP,224,29,140.0,126.10523461187168,2.0097949749362125,1160.9877911302597,0.0,9.924832420091658,90.07516757990834,-13.89476538812832,-9.924832420091658
571248,LAKME TRUEWEAR COLOR CRUSH 404,Lakme,MAKEUP,211,29,128.0,114.3523766764398,1.873008734679,1032.989367693552,0.0,10.662205721531404,89.33779427846859,-13.647623323560197,-10.662205721531404
555350,LAKME TE FRVR LIQ LIP NUDEPINK,Lakme,MAKEUP,120,21,37.0,41.0638921495783,0.7875845323749615,4090.6797774708375,0.0,10.98349229615757,89.01650770384244,4.063892149578301,10.98349229615757
571238,LAKME TRUEWEAR COLOR CRUSH 236,Lakme,MAKEUP,116,20,42.0,37.31365311049425,1.108517493668017,3860.152768777886,0.0,11.157968784537498,88.8420312154625,-4.686346889505749,-11.157968784537498
571947,LAKME BIPHASIC MAKEUP REMOVER 200ML,Lakme,SKIN,133,20,44.0,48.97104268531919,1.2188931400973215,5487.434831612305,0.0,11.297824284816341,88.70217571518366,4.9710426853191905,11.297824284816341
570959,SIMPLE KIND TO SKIN MOIST FAC WSH 150ML,Simple,SKIN,204,26,72.0,80.17254629906658,1.4222846906187423,3184.608277714379,0.0,11.350758748703587,88.64924125129642,8.172546299066582,11.350758748703587
569124,LAKME ABS CREME CONCEALER 38 WALNUT 3.9G,Lakme,MAKEUP,145,24,48.0,42.453871373213694,0.9947162009943966,2730.3967756935685,0.0,11.554434639138139,88.44556536086186,-5.546128626786306,-11.554434639138139
570940,LBP ONION BLKSEED&PATCHOULI HAIROIL 200M,LBP,HAIR CARE,154,24,76.0,67.11790585952868,1.4912305642682613,4010.039982966038,0.0,11.686965974304373,88.31303402569563,-8.882094140471324,-11.686965974304373
506150,LAK ROSE POWDER SOFT PINK,Lakme,MAKEUP,225,29,156.0,137.75684897160284,1.8160113630089705,1280.38482107164,0.0,11.694327582305874,88.30567241769413,-18.243151028397165,-11.694327582305874
570976,SIMPLE WATER BOOST FACE WASH 150ML,Simple,SKIN,201,25,60.0,52.958496948025974,1.1881613250815888,2631.6000042688074,0.0,11.735838419956709,88.2641615800433,-7.041503051974026,-11.735838419956709
553093,PONDS PURE WHITE FACE WASH150G,Ponds,SKIN,109,22,44.0,38.83460182111865,1.1955276036310758,3602.740359908461,0.0,11.739541315639425,88.26045868436057,-5.165398178881347,-11.739541315639425
540363,LAK 9TO5 WGTLESS M BEIG VANILA,Lakme,MAKEUP,154,17,38.0,42.57466048351724,1.2197868278260449,6177.866372787292,0.0,12.038580219782217,87.96141978021778,4.574660483517242,12.038580219782217
533770,LAK CC CREAM BEIGE 30GM,Lakme,SKIN,224,29,100.0,112.15278366610636,1.530415126491791,1350.784698124744,0.0,12.152783666106359,87.84721633389364,12.152783666106359,12.152783666106359
570967,SIMPLE SERUM VIT CEF 30 ML,Simple,SKIN,222,28,91.0,102.46932669710404,1.6598648450523583,2040.893240523966,0.0,12.603655711103338,87.39634428889666,11.469326697104037,12.603655711103338
532009,LAK EYECONIC CURLING MASCARA,Lakme,MAKEUP,211,29,79.0,68.8368277436813,0.9277267759351971,658.8116966559804,0.0,12.864775007998357,87.13522499200164,-10.163172256318703,-12.864775007998357
555904,LAKME ABS 3D LIPSTICK 04 PLUM SPELL,Lakme,MAKEUP,159,21,39.0,33.87174817705574,0.8473952222963107,2764.118270832688,0.0,13.149363648575019,86.85063635142498,-5.128251822944257,-13.149363648575019
506173,LAK EYBROW PENCIL,Lakme,MAKEUP,223,27,135.0,117.22457096897706,2.6721247693226458,3101.7720957177276,0.0,13.166984467424397,86.8330155325756,-17.775429031022938,-13.166984467424397
576887,LAKME 9TO5 HYA MAT LIQ CONCLR ALMOND 2ML,Lakme,MAKEUP,89,27,63.0,71.30744830892311,1.0526024121600246,2437.0658004859743,0.0,13.186425887179546,86.81357411282045,8.307448308923114,13.186425887179546
571136,LBP CURRY LEAVES SHAMPOO 400ML,LBP,HAIR CARE,152,26,43.0,48.91953636952836,1.0432914961851647,2410.945634094809,0.0,13.766363650065951,86.23363634993405,5.919536369528359,13.766363650065951
570977,SIMPLE WATER BOOST GEL CREAM 50G,Simple,SKIN,194,25,60.0,51.64205503366177,1.3738980532413094,2618.1235658905516,0.0,13.929908277230385,86.07009172276962,-8.35794496633823,-13.929908277230385
530297,LAK ABS DRY COMP 01 IVRY FR,Lakme,MAKEUP,223,29,126.0,143.8997564150871,1.7707079198836122,2221.8029665418326,0.0,14.20615588498976,85.79384411501024,17.899756415087097,14.20615588498976
506153,LAK 9TO5 FLAWLESS MATTE MELON,Lakme,MAKEUP,193,23,58.0,66.69424230755082,1.287455628854013,4921.769583014525,0.0,14.990072944053143,85.00992705594686,8.694242307550823,14.990072944053143
571253,LAKME TRUEWEAR COLOR CRUSH 43,Lakme,MAKEUP,131,24,59.0,50.14537315647527,1.3444425049806743,3197.5841407933085,0.0,15.007842107669028,84.99215789233097,-8.854626843524727,-15.007842107669028
549381,LAKME LIP LOVE CHAPSTICK CHERRY 4.5G,Lakme,SKIN,202,23,72.0,60.89875844709864,1.4138129652396971,4085.44956076452,0.0,15.418391045696328,84.58160895430368,-11.101241552901357,-15.418391045696328
533771,LAK CC CREAM BRONZE 30GM,Lakme,SKIN,210,28,69.0,79.79515299729636,0.991447607329565,1717.4272751747694,0.0,15.645149271443994,84.354850728556,10.795152997296356,15.645149271443994
555348,LAKME TE FRVR LIQ LIP NUDEDREAM,Lakme,MAKEUP,129,22,43.0,49.86972284642108,1.1556068313960817,3707.0920008281623,0.0,15.976099642839714,84.02390035716029,6.869722846421077,15.976099642839714
553858,PONDS SUPER LIGHT GEL 49G,Ponds,SKIN,203,22,44.0,51.33530201640111,1.0430739354127911,3697.505584474086,0.0,16.671140946366155,83.32885905363385,7.3353020164011085,16.671140946366155
570292,TRES GLOSS ULTIMATE HAIR SERUM 50ML,TRESEMME,HAIR CARE,187,30,72.0,84.73235780353194,1.1312442961447269,75.8680864962285,24.1319135037715,17.68383028268325,82.31616971731675,12.73235780353194,17.68383028268325
570970,SIMPLE SKIN MICELLAR CLEG WATER 200ML,Simple,SKIN,213,27,121.0,99.39431460592228,2.094646662149348,2809.924871550544,0.0,17.855938342212994,82.144061657787,-21.605685394077724,-17.855938342212994
526584,LAK PF RADIANCE DAY CRM 50GM,Lakme,SKIN,223,28,116.0,136.85211781013723,1.8921095773029608,2837.6404622015502,0.0,17.975963629428644,82.02403637057135,20.85211781013723,17.975963629428644
567374,LAKME BLUSHGLOW POMEGRANATE SHET MSK25ML,Lakme,SKIN,138,22,38.0,44.89410575566424,1.0515774968908531,4253.811538276726,0.0,18.14238356753748,81.85761643246252,6.894105755664242,18.14238356753748
573030,LAKME ABS LASHBOOSTEXTREMEMASCARA10ML,Lakme,MAKEUP,95,23,48.0,39.21923684483301,0.9679315896571102,2102.462625524662,0.0,18.293256573264557,81.70674342673544,-8.780763155166987,-18.293256573264557
571135,LBP CURRY LEAVES SHAMPOO 200ML,LBP,HAIR CARE,155,20,31.0,36.67265583938751,0.7770982901650413,3883.8645486049095,0.0,18.298889804475838,81.70111019552417,5.6726558393875095,18.298889804475838
570965,SIMPLE SERUM HA+B5 30 ML,Simple,SKIN,168,21,45.0,36.69902427454157,1.0684305608112858,3406.2350072984673,0.0,18.446612723240953,81.55338727675905,-8.300975725458429,-18.446612723240953
571249,LAKME TRUEWEAR COLOR CRUSH 415,Lakme,MAKEUP,152,27,74.0,60.21894670520312,1.2258247781497478,1933.3636277069204,0.0,18.62304499296875,81.37695500703126,-13.781053294796877,-18.62304499296875
567389,INDULEK BRINGA HR CLENSR XL BTL 580ML,INDULEKHA,HAIR CARE,150,22,53.0,63.03170148522904,1.3736101169253263,4421.042524137733,0.0,18.927738651375552,81.07226134862445,10.031701485229043,18.927738651375552
531224,PONDS WB SPF20 DC 35G,Ponds,SKIN,139,22,35.0,41.64526201321009,0.9661898166820302,3695.3888648741454,0.0,18.98646289488598,81.01353710511401,6.645262013210093,18.98646289488598
551009,LAKME PEACH MILK SOFT CREME 200G,Lakme,SKIN,159,25,76.0,61.52277262119586,1.6129700515460264,3218.560322716588,0.0,19.048983393163336,80.95101660683666,-14.477227378804137,-19.048983393163336
571440,LAKME PERFDEFNTN LIPLINER BLACK CURRANT,Lakme,MAKEUP,120,5,5.0,4.0466064370330805,1.2923723481475828,5823.009195761545,0.0,19.06787125933839,80.93212874066161,-0.9533935629669195,-19.06787125933839
553092,LAKME STRAWBERRY FACEWASH 150G,Lakme,SKIN,177,29,104.0,124.5783077924014,1.743896082702996,1331.405552507267,0.0,19.786834415770578,80.21316558422942,20.578307792401404,19.786834415770578
570975,SIMPLE VITC HYD GEL40G,Simple,SKIN,228,30,168.0,132.96001102861757,2.319097154225823,47.48351727727108,52.51648272272892,20.85713629248954,79.14286370751046,-35.03998897138243,-20.85713629248954
538746,LAK ABS GLS ARTIST BLACK 2.5M,Lakme,MAKEUP,194,24,64.0,77.40428399770056,1.5640908505463749,5219.194768016828,0.0,20.944193746407123,79.05580625359288,13.40428399770056,20.944193746407123
568976,VASELINE LIP TINS ROSY LIP 17G,Vaseline,SKIN,197,30,214.0,259.24012315468053,3.131770028691488,64.89457075510006,35.10542924489994,21.140244464803988,78.85975553519602,45.24012315468053,21.140244464803988
570971,SIMPLE SKIN PROTG LGT MOISZ SPF15 125ML,Simple,SKIN,228,29,98.0,77.0891116104654,1.628807258430964,818.72134221615,0.0,21.33764121381082,78.66235878618917,-20.910888389534605,-21.33764121381082
562036,LAKME 9-5 P+M LIPMR5BERRYBASE 3.6G,Lakme,MAKEUP,110,16,25.0,30.37915555571074,0.8874626478505753,4788.270532176526,0.0,21.516622222842955,78.48337777715705,5.379155555710739,21.516622222842955
569117,LAKME 9TO5 WET&DRY COMPACT 34 ALMOND9G,Lakme,MAKEUP,121,21,35.0,42.59117247319031,0.8439727946311656,4078.8389326428983,0.0,21.689064209115177,78.31093579088483,7.591172473190312,21.689064209115177
531179,LAK SUN UV SPF50 NOR-DRY 100ML,Lakme,SKIN,204,19,45.0,35.206884189828536,1.1760581048632994,4114.6942916384905,0.0,21.76247957815881,78.2375204218412,-9.793115810171464,-21.76247957815881
568974,VASELINE LIP TINS COCOA BUTTER 17G,Vaseline,SKIN,167,25,82.0,100.33131840912274,1.546448406687814,4652.382138380054,0.0,22.355266352588714,77.64473364741129,18.331318409122744,22.355266352588714
571133,LBP COCONUT WTR &MIMOSA FLWR SH 200ML,LBP,HAIR CARE,149,23,35.0,42.88753469749867,0.7286878484359502,3160.9193829123333,0.0,22.53581342142478,77.46418657857522,7.887534697498673,22.53581342142478
554290,LAKME 9TO5 P+M FDN W240 WARM BEIGE 25ML,Lakme,MAKEUP,168,27,71.0,54.97596440107024,1.222266299749331,1546.4382779678908,0.0,22.56906422384473,77.43093577615527,-16.024035598929757,-22.56906422384473
506527,LAK JEWEL SINDOOR MAROON,Lakme,MAKEUP,200,30,161.0,124.51569066919116,2.7415450611122867,75.06487422553909,24.93512577446091,22.66106169615456,77.33893830384544,-36.48430933080884,-22.66106169615456
564881,LAKME ABS EXPEYEPNCIL MYSTERIUSBLACK1.2G,Lakme,MAKEUP,135,24,80.0,98.31505091099748,1.6236896478881029,4832.438191225342,0.0,22.893813638746856,77.10618636125315,18.315050910997485,22.893813638746856
540362,LAK 9TO5 WGTLESS M ROSE IVRY,Lakme,MAKEUP,147,19,37.0,45.945069664257,0.9898426400791656,5349.363991898762,0.0,24.175863957451345,75.82413604254866,8.945069664256998,24.175863957451345
568975,VASELINE LIP TINS ORIGINAL 17G,Vaseline,SKIN,196,25,51.0,63.40050705969149,0.9791138084022044,3236.245195628506,0.0,24.31471972488528,75.68528027511472,12.400507059691492,24.31471972488528
540364,LAK 9TO5 WGTLESS M BEIG CARAML,Lakme,MAKEUP,133,20,38.0,47.43045168875685,1.1003070513523634,5771.253274927866,0.0,24.81697812830749,75.18302187169252,9.430451688756847,24.81697812830749
572034,LAKME ABSSKINDEWLIP 102NUDEROSE 3.6GM,Lakme,MAKEUP,147,23,53.0,39.702281414259645,1.119778886687542,2861.13536199873,0.0,25.090035067434634,74.90996493256537,-13.297718585740355,-25.090035067434634
545191,LAKME 9TO5 P+M COMPACT HONEY DEW9G,Lakme,MAKEUP,144,21,36.0,45.25828791326466,1.0036684857521756,4585.032336549029,0.0,25.717466425735164,74.28253357426483,9.25828791326466,25.717466425735164
541958,LAK ABS BLUR PERFECT PRIMER,Lakme,MAKEUP,230,30,209.0,154.89348937984417,2.2152713256421053,28.369512528368357,71.63048747163164,25.888282593375994,74.11171740662401,-54.10651062015583,-25.888282593375994
562028,LAKME 9-5 P+M LIPMP6DEEPWINE 3.6G,Lakme,MAKEUP,125,19,29.0,36.538639124092455,0.8310895915181754,4179.374814436057,0.0,25.99530732445674,74.00469267554325,7.538639124092455,25.99530732445674
553094,PONDS WHITE BEAUTY FACEWASH 150G,Ponds,SKIN,125,23,78.0,57.460138823286414,1.9639884747398864,4823.179024712667,0.0,26.333155354761008,73.666844645239,-20.539861176713586,-26.333155354761008
545831,LAKME PEACH MILK SOFT CREME 50G,Lakme,SKIN,134,18,30.0,37.95235427485872,1.003662639299188,5033.425697479955,0.0,26.507847582862404,73.49215241713759,7.95235427485872,26.507847582862404
535858,LAK PR WHITE LIGHT DAY CRM 50G,Lakme,SKIN,209,27,89.0,64.81250224620723,1.5885793081891848,1741.2332505481693,0.0,27.176963768306482,72.82303623169352,-24.18749775379277,-27.176963768306482
563824,LAKME EYECONIC VOLUMIZING BLACK MASCARA,Lakme,MAKEUP,221,29,95.0,121.4309467064084,1.7439923192080822,1085.9201166352814,0.0,27.82204916464043,72.17795083535957,26.430946706408406,27.82204916464043
555903,LAKME ABS 3D LIPSTICK 03 MAROON MAGIC,Lakme,MAKEUP,146,22,39.0,28.117013887660782,0.8778158742851649,2325.816573329414,0.0,27.905092595741582,72.09490740425842,-10.882986112339218,-27.905092595741582
574098,LAKME MU+SC VITC SG CONCLR 30CINMN5.4ML,Lakme,MAKEUP,117,17,23.0,29.51161975243292,0.8184119796844234,4729.961481927743,0.0,28.31139022796922,71.68860977203079,6.511619752432921,28.31139022796922
532008,LAK EYECONIC KAJAL 0.35GM,Lakme,MAKEUP,230,30,237.0,168.61100227603734,3.193490070320205,40.92311713986026,59.07688286013974,28.856117183106605,71.1438828168934,-68.38899772396266,-28.856117183106605
574746,TRESEMME SMOOTH & SHINE SHAMPOO 580 ML,TRESEMME,HAIR CARE,149,22,53.0,68.39187087036913,1.5376293268550163,5874.621713148732,0.0,29.041265793149307,70.95873420685069,15.391870870369132,29.041265793149307
545189,LAKME 9TO5 P+M COMPACT SILAKMEY GOLDEN9G,Lakme,MAKEUP,200,23,42.0,54.45345450340101,1.0746339531207214,3879.65144061995,0.0,29.65108215095479,70.34891784904521,12.453454503401012,29.65108215095479
555909,LAKME ABS 3D LIPSTICK 09 WINE WHISPER,Lakme,MAKEUP,160,26,56.0,39.27727453755497,1.0069086686416997,1491.8411345185018,0.0,29.86200975436612,70.13799024563389,-16.722725462445027,-29.86200975436612
568967,PONDS SUPER LIGHT GEL 247G,Ponds,SKIN,158,25,64.0,44.760556406374455,1.263088582070916,2543.070490459899,0.0,30.061630615039913,69.93836938496008,-19.239443593625545,-30.061630615039913
557159,LAKME ABS 3D LASH VOLUMIZER,Lakme,MAKEUP,150,26,82.0,57.08562596254131,1.645539659270706,2371.1024945482386,0.0,30.383382972510603,69.6166170274894,-24.914374037458693,-30.383382972510603
571030,LAKME ABSSHEERLM304 CHCLTE TMPTN 4.6GM,Lakme,MAKEUP,104,18,36.0,47.02707516710344,1.1754009930429503,6476.030598262317,0.0,30.63076435306511,69.3692356469349,11.02707516710344,30.63076435306511
506154,LAK 9TO5 FLAWLESS MATTE ALMND,Lakme,MAKEUP,189,20,48.0,62.830450350989246,1.5471474060459294,6724.370917637104,0.0,30.896771564560925,69.10322843543908,14.830450350989246,30.896771564560925
574105,LAKME MU+SC VITC SG SP MAKEUP FIXER 60ML,Lakme,MAKEUP,186,27,76.0,51.948011560458305,1.2844160270042837,1603.738493628414,0.0,31.647353209923285,68.35264679007672,-24.051988439541695,-31.647353209923285
545784,LAKME SUN EXPERT GEL SPF50 100G,Lakme,SKIN,211,30,97.0,66.15561136250292,1.5547266736652106,50.84505482526582,49.15494517473418,31.79833880154338,68.20166119845662,-30.844388637497076,-31.79833880154338
