SKU_Code,Product_Name,Brand,Category,Train_Days,Test_Days,Actual_Total,Forecast_Total,MAE,MAPE,Accuracy
531224,PONDS WB SPF20 DC 35G,Ponds,SKIN,139,22,35.0,41.64526201321009,0.9661898166820302,3695.3888648741454,0.0
555345,LAKME TE FRVR LIQ LIP MAUVEECSTASY,Lakme,MAKEUP,127,21,38.0,51.3271690446813,1.111926308849226,5111.256514140708,0.0
576897,LAKME 9TO5 HYA MATTEPRESS POWDR SAND9GM,Lakme,MAKEUP,115,20,38.0,60.793921421333685,1.1192824856728174,6356.860077435173,0.0
524361,PONDS WB PW GLOW FCL FOAM 50GM,Ponds,SKIN,143,17,26.0,38.93219923021642,0.8786741984092639,5765.669895189358,0.0
556564,LAKME SUN EXPERT DE TAN SCRUB 50G,Lakme,SKIN,135,16,21.0,38.66403182598255,0.8804804288323005,6135.4244455397165,0.0
518228,DOVE CR 180 DAILY THERAPY,DOVE,HAIR CARE,127,21,34.0,57.68832012108976,1.0158864007115158,5821.076356556775,0.0
572519,LAKME ABS LUMNSSKINTINT FND N200NUTRALND,Lakme,MAKEUP,151,10,11.0,46.295565543128355,1.199390470346349,9940.05270045637,0.0
571137,LBP COCUNT WTR & MIMOSA FLWR SHAMPO400M,LBP,HAIR CARE,129,18,26.0,55.58141610064399,1.2600446448739897,7385.924722282826,0.0
562028,LAKME 9-5 P+M LIPMP6DEEPWINE 3.6G,Lakme,MAKEUP,125,19,29.0,36.538639124092455,0.8310895915181754,4179.374814436057,0.0
551008,LAKME PEACH MILK SOFT CREME 100G,Lakme,SKIN,145,17,24.0,34.61063627228206,0.7736494207739838,4951.0561711839655,0.0
571229,LAKME TRUEWEAR COLOR CRUSH 14,Lakme,MAKEUP,137,7,9.0,28.915749236240956,0.8414419515777852,7534.11145103072,0.0
571238,LAKME TRUEWEAR COLOR CRUSH 236,Lakme,MAKEUP,116,20,42.0,37.31365311049425,1.108517493668017,3860.152768777886,0.0
571947,LAKME BIPHASIC MAKEUP REMOVER 200ML,Lakme,SKIN,133,20,44.0,48.97104268531919,1.2188931400973215,5487.434831612305,0.0
547495,PONDS LIGHT MOISTURISER 49G,Ponds,SKIN,138,10,12.0,33.98341721331561,0.8832809428225101,7658.178997500501,0.0
571140,LBP RICE WTR ANGLICA SEED OIL SHAMPO400M,LBP,HAIR CARE,130,26,41.0,42.88175452462476,0.7785427640876729,1915.238486680572,0.0
571134,LBP CURRY LEAVES CONDITIONER 200ML,LBP,HAIR CARE,132,18,25.0,37.11191683740268,0.7387119855996621,4586.803245065432,0.0
571939,LAKME 9-5 P+S LIP SP2 PINK DREAM,Lakme,MAKEUP,131,13,18.0,36.489929649041365,0.8602069180616833,6381.605724882185,0.0
538344,LAK ABS PORE FIX TONER 60M,Lakme,SKIN,127,15,24.0,46.344226643765666,1.2041005994418912,7492.28687094588,0.0
573580,LAKME SUN EXPERT SPF 50 PA+++ UVA/B56M,Lakme,SKIN,125,11,14.0,37.75980530183423,0.9570689962609691,8155.8100591827415,0.0
530345,LAK ABS MATTE 16H 05 BEIGEHNY,Lakme,MAKEUP,125,16,29.0,47.832764917044514,1.2089460751418968,7187.8286665775395,0.0
567371,LAKME BLUSH GLOW LEMON SHEET MASK25ML,Lakme,SKIN,114,15,20.0,37.55359583134155,0.7895670830867515,5804.069811922962,0.0
571440,LAKME PERFDEFNTN LIPLINER BLACK CURRANT,Lakme,MAKEUP,120,5,5.0,4.0466064370330805,1.2923723481475828,5823.009195761545,0.0
572053,LAKME9-5 MAT2GLAS LQLPMM01MLBRYWNE7.6GM,Lakme,MAKEUP,124,14,19.0,45.53202012938596,1.2250941165042808,8490.31831881942,0.0
576887,LAKME 9TO5 HYA MAT LIQ CONCLR ALMOND 2ML,Lakme,MAKEUP,89,27,63.0,71.30744830892311,1.0526024121600246,2437.0658004859743,0.0
528814,VAS HEALTHY WHITE 100ML SPF24,Vaseline,SKIN,126,22,30.0,45.5187096750911,0.8851268610475863,4161.747543711306,0.0
571378,VASELINE GLUTA HYA FLAWLESS GLOW 200ML,Vaseline,SKIN,118,19,36.0,51.9940503831679,1.28592947217258,5866.57065588947,0.0
533361,PONDS WB BB CREAM 18GM,Ponds,SKIN,119,14,20.0,41.081515322270505,0.9727183189643536,7192.20702331589,0.0
572578,LAKME LUMI TINT GOLD 60GM,Lakme,SKIN,123,21,37.0,49.56399149123446,0.9938382786393878,4758.6481665713545,0.0
572063,LAMEK9-5 MAT2GLAS LIQLIPMR02BOLDINRD7.6G,Lakme,MAKEUP,118,18,30.0,40.01274978482881,0.9074865316439367,4951.879243447395,0.0
569117,LAKME 9TO5 WET&DRY COMPACT 34 ALMOND9G,Lakme,MAKEUP,121,21,35.0,42.59117247319031,0.8439727946311656,4078.8389326428983,0.0
571139,LBP RICE WTR ANGLICA SEED OIL CNDTNR400M,LBP,HAIR CARE,132,18,32.0,32.70133655816269,0.999441015045297,4115.713666501442,0.0
517693,LAK PEACH MLK MOIST 60ML,Lakme,SKIN,135,11,13.0,41.78419282307923,1.0486874413985283,8577.68428272548,0.0
533685,LAK YOUTH INF NIGHT CRM 50GM,Lakme,SKIN,140,13,17.0,38.70076410567241,0.9638009550770558,7387.801773187547,0.0
576890,LAKME 9TO5 HYA MAT LIQ CONCLR NUDE 2ML,Lakme,MAKEUP,85,23,52.0,70.60363825883863,1.2502223234551826,5114.652563846756,0.0
555350,LAKME TE FRVR LIQ LIP NUDEPINK,Lakme,MAKEUP,120,21,37.0,41.0638921495783,0.7875845323749615,4090.6797774708375,0.0
571945,LAKME 9-5 P+S LIP SR5 WINE,Lakme,MAKEUP,120,8,11.0,27.297082606442412,0.7872096330794068,6486.380084500653,0.0
545190,LAKME 9TO5 P+M COMPACT NATURAL LIGHT9G,Lakme,MAKEUP,114,18,30.0,29.811657810547157,0.8691234428493971,3876.0216885427617,0.0
572282,LAKME LIP LOVE LIP MASK,Lakme,SKIN,121,15,26.0,45.1095143943931,1.049327708739301,7299.575909955611,0.0
522342,DOVE CRM BEAUTY BATHBAR 125GX3,DOVE,PW,131,15,19.0,34.083512930645156,0.7938513373914208,5729.287688719183,0.0
576883,LAKME 9TO5 HYA MAT LIPSTK SANGRASNDY3.6G,Lakme,MAKEUP,86,23,41.0,60.29872063859576,1.1559570724617216,4330.2353301728235,0.0
573561,LAKME FACELIFT FND STICKWARMBEIGE,Lakme,MAKEUP,115,12,16.0,26.51435042858882,0.6938576561385061,5198.913873873491,0.0
576872,LAKME 9TO5 HYA MAT LIPSTK AFTRHRSWINE3.6,Lakme,MAKEUP,77,26,61.0,60.422484763314905,1.164300387303305,2434.8685416443577,0.0
533408,LAK ABS MAT SN MUSE ROSEFAIR02,Lakme,MAKEUP,111,19,27.0,41.61292811236169,0.8081374295816289,5116.717432957038,0.0
553093,PONDS PURE WHITE FACE WASH150G,Ponds,SKIN,109,22,44.0,38.83460182111865,1.1955276036310758,3602.740359908461,0.0
508836,PONDS FW WHITE BEAUTY100 Ml,Ponds,SKIN,118,13,19.0,39.545574464764826,1.1152399970840892,7966.46275669495,0.0
555347,LAKME TE FRVR LIQ LIP MAUVEPARTY,Lakme,MAKEUP,113,15,23.0,54.88011678534458,1.1472181323425588,8743.221926829103,0.0
571265,LAKME TRUEWEAR COLOR CRUSH 91,Lakme,MAKEUP,114,11,11.0,47.36443836039098,1.212147945346366,9751.28429417939,0.0
522192,VAS INT CARE HW SL BLTN 300ML,Vaseline,SKIN,116,16,28.0,43.155569898591594,1.279795815469358,6820.323133189008,0.0
574098,LAKME MU+SC VITC SG CONCLR 30CINMN5.4ML,Lakme,MAKEUP,117,17,23.0,29.51161975243292,0.8184119796844234,4729.961481927743,0.0
554276,LAKME 9TO5 P+M FDN C280 COOL TAN 25ML,Lakme,MAKEUP,117,11,16.0,37.94934738465316,0.9857123645882548,7948.020941947809,0.0
563935,LAKME 9-5 LIQ CONCEALER 30 CINNAMON,Lakme,MAKEUP,96,0,0.0,4.857013900899655,0.3238009267266436,3138.0092672664355,0.0
563634,LAKME 9 TO 5 VITAMIN C FACE WASH 100G,Lakme,SKIN,113,11,12.0,41.36386555910288,1.0259740250646534,8778.08819517877,0.0
572550,LAKME GCSHINE NAIL COLORLAVENDER GLAM,Lakme,MAKEUP,120,0,0.0,28.654947019981154,1.4327473509990578,14227.473509990577,0.0
562036,LAKME 9-5 P+M LIPMR5BERRYBASE 3.6G,Lakme,MAKEUP,110,16,25.0,30.37915555571074,0.8874626478505753,4788.270532176526,0.0
570944,LBP TEA TREE CONDITIONER 200ML,LBP,HAIR CARE,107,14,20.0,45.02642240335406,1.2277086251324436,8394.517402045421,0.0
508824,LAK CLEANSING MILK 60ML,Lakme,SKIN,111,15,18.0,38.6228195579336,0.8664501827992621,6157.135196403109,0.0
573331,LAKME ABS BND MAT LIP 104 MARONMGNT3.4GM,Lakme,MAKEUP,118,12,17.0,40.35175256905886,1.103222477982625,8381.871358570785,0.0
574099,LAKME MU+SC VITC SG SP COMPACT BEIG248GM,Lakme,MAKEUP,115,17,21.0,32.63866032796702,0.791169404766492,4899.650250989065,0.0
573033,LAKME FACE IT BLUSH NATURAL ROSE B1 4GM,Lakme,MAKEUP,101,19,28.0,49.71432927761769,1.077510284635837,6016.444127841817,0.0
572055,LAKME9-5 MAT2GLASLIQLIPMB01COCOA 7.6GM,Lakme,MAKEUP,116,13,16.0,35.131697272745306,0.7992373915770764,6413.0423296237595,0.0
571132,LBP COCONUT WTR & MIMOSA FLWR CR 200ML,LBP,HAIR CARE,108,14,25.0,44.92334016562243,1.180104116370167,7706.952111529532,0.0
576869,LAK 9TO5 HYA MAT LIP LIQUID POWERHOUSPLM,Lakme,MAKEUP,83,23,38.0,65.39069983098305,1.2332279076417596,5308.519782344917,0.0
571030,LAKME ABSSHEERLM304 CHCLTE TMPTN 4.6GM,Lakme,MAKEUP,104,18,36.0,47.02707516710344,1.1754009930429503,6476.030598262317,0.0
557160,LAKME ABS SPOTLIGHT ESP BERRYMARTINI 12G,Lakme,MAKEUP,113,11,17.0,33.29870214696063,0.9887643588658894,7189.405693938951,0.0
533360,PONDS WB BB CREAM 9GM,Ponds,SKIN,115,12,15.0,35.77008986348437,0.9052799089288461,7133.0302993384175,0.0
562018,LAKME 9-5 P+M LIPMB1CHOCOLATECRUSH 3.6G,Lakme,MAKEUP,113,13,14.0,44.7897515700474,1.0730735921277272,8865.433210538753,0.0
508813,VAS BODY LOTION ALOE SOOTH300M,Vaseline,SKIN,109,7,8.0,53.689747263125824,1.5432158988852882,13819.075179451147,0.0
